Город;id вуза;Аббревиатура;Крупное направление;Направление подготовки;id профиля;Профиль;Факультет;Есть набор в 2019 году;2019 очная Прох.балл Бюджет 1 волна;2019 очная Прох.балл Бюджет 2 волна;2019 очная Прох.балл Платно ;2019 очная Число мест Бюджет ;2019 очная Число мест Платно ;2019 очная Конкурс Бюджет ;2019 очная Конкурс Платно ;2019 очная Срок  ;2019 очная Стоимость  ;2019 очно-заочная Прох.балл Бюджет ;2019 очно-заочная Число мест Бюджет ;2019 очно-заочная Число мест Платно ;2019 очно-заочная Срок  ;2019 очно-заочная Стоимость  ;2019 заочная Прох.балл Бюджет ;2019 заочная Число мест Бюджет ;2019 заочная Число мест Платно ;2019 заочная Срок  ;2019 заочная Стоимость  ;2018 очная Прох.балл Бюджет 1 волна;2018 очная Прох.балл Бюджет 2 волна;2018 очная Прох.балл Платно ;2018 очная Число мест Бюджет ;2018 очная Число мест Платно ;2018 очная Конкурс Бюджет ;2018 очная Конкурс Платно ;2018 очная Срок  ;2018 очная Стоимость  ;2018 очно-заочная Прох.балл Бюджет ;2018 очно-заочная Число мест Бюджет ;2018 очно-заочная Число мест Платно ;2018 очно-заочная Срок  ;2018 очно-заочная Стоимость  ;2018 заочная Прох.балл Бюджет ;2018 заочная Число мест Бюджет ;2018 заочная Число мест Платно ;2018 заочная Срок  ;2018 заочная Стоимость  ;2017 очная Прох.балл Бюджет 1 волна;2017 очная Прох.балл Бюджет 2 волна;2017 очная Прох.балл Платно ;2017 очная Число мест Бюджет ;2017 очная Число мест Платно ;2017 очная Конкурс Бюджет ;2017 очная Конкурс Платно ;2017 очная Срок  ;2017 очная Стоимость  ;2017 очно-заочная Прох.балл Бюджет ;2017 очно-заочная Число мест Бюджет ;2017 очно-заочная Число мест Платно ;2017 очно-заочная Срок  ;2017 очно-заочная Стоимость  ;2017 заочная Прох.балл Бюджет ;2017 заочная Число мест Бюджет ;2017 заочная Число мест Платно ;2017 заочная Срок  ;2017 заочная Стоимость  ;2016 очная Прох.балл Бюджет 1 волна;2016 очная Прох.балл Бюджет 2 волна;2016 очная Прох.балл Платно ;2016 очная Число мест Бюджет ;2016 очная Число мест Платно ;2016 очная Конкурс Бюджет ;2016 очная Конкурс Платно ;2016 очная Срок  ;2016 очная Стоимость  ;2016 очно-заочная Прох.балл Бюджет ;2016 очно-заочная Число мест Бюджет ;2016 очно-заочная Число мест Платно ;2016 очно-заочная Срок  ;2016 очно-заочная Стоимость  ;2016 заочная Прох.балл Бюджет ;2016 заочная Число мест Бюджет ;2016 заочная Число мест Платно ;2016 заочная Срок  ;2016 заочная Стоимость  ;Содержание программы;Профессии;Адрес обучения по данному профилю;Min балл  Мат;Min балл Рус;Min балл Общ;Min балл Физ;Min балл Био;Min балл Ист;Min балл Иняз;Min балл Хим;Min балл Лит;Min балл Инф;Min балл Гео;Мат;Рус;Общ;Физ;Био;Ист;Иняз;Хим;Лит;Инф;Гео;ДВИ1;ДВИ2;ДВИ3;ДВИ4;ДВИ5;ДВИ6;ДВИ7;Золотая медаль;Значок ГТО;Перечневая олимпиада;Волонтерство;Итоговое сочинение;КОНЕЦ ТАБЛИЦЫ;;1
г. Москва;0002;МГТУ им. Баумана;Математические науки;01.03.02 Прикладная математика и информатика;000030;Теоретическая информатика и компьютерные технологии;ИУ;да;;;;36;4;;;4;;;0;0;;;;0;0;;;280;268;;36;15;;;4;266 884;;;;;;;;;;;280;277;186;;;22.8;;;;;;;;;;;;;;;271;;;;;;;;;;;;;;;;;;Программа нацелена на подготовку разработчиков математического и программного обеспечения для современных информационных технологий . Студенты будут специалистами в компиляции программного кода.;"Программист 1С, системный администратор, информатик-экономист; IT-менеджер";г. Москва, 2-ая Бауманская ул., д. 5;40;40;;;;;;;;40;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;8;0;0;;;2071
г. Москва;0002;МГТУ им. Баумана;Математические науки;01.03.04 Прикладная математика;000031;Высшая математика;ФН;да;;;;80;8;;;4;;;0;0;;;;0;0;;;263;258;;20;2;;;4;266 884;;;;;;;;;;;250;246;146;;;8.3;;;;;;;;;;;;;;;250;;;;;;;;;;;;;;;;;;Программа нацелена на подготовку кадров, способных к успешному функционированию в новых экономических и политических условиях. Студенты научатся разрабатывать интегрированные системы математического обеспечения технической, информационной, административной деятельности. ;Программист, аналитик, системный администратор;г. Москва, Рубцовская наб., д. 2/18;40;40;;40;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2072
г. Москва;0002;МГТУ им. Баумана;Математические науки;01.03.04 Прикладная математика;000032;Прикладная математика;ФН;да;;;;80;8;;;4;;;0;0;;;;0;0;;;259;260;;40;5;;;4;266 884;;;;;;;;;;;250;249;146;;;8.3;;;;;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;Студенты изучают на современном университетском уровне теоретические основы высшей математики. На этой основе постигают передовые компьютерные технологии. Глубокое изучение основных прикладных дисциплин формирует четкое представление о математических моделях сложных физических процессах.;Программист, аналитик, системный администратор;г. Москва, Рубцовская наб., д. 2/18;40;40;;40;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2073
г. Москва;0002;МГТУ им. Баумана;Математические науки;01.03.04 Прикладная математика;000033;Математическое моделирование;ФН;да;;;;80;8;;;4;;;0;0;;;;0;0;;;259;255;;20;3;;;4;266 884;;;;;;;;;;;250;250;146;;;8.3;;;;;;;;;;;;;;;239;;;;;;;;;;;;;;;;;;Студент получит фундаментальную подготовку в областях теоретической и прикладной математики. Также глубокие знания в области программирования, вычислительной техники и навыки разработки прикладного программного Кроме того, студенту будет предоставлена практика в институтах РАН.;Программист, аналитик, системный администратор;г. Москва, Рубцовская наб., д. 2/18;40;40;;40;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2074
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;02.03.01 Математика и компьютерные науки;000034;"Вычислительная математика и математическая физика (факультет ""Аэрокосмический"")";АК;да;;;;57;6;;;4;;;0;0;;;;0;0;;;262;257;;17;3;;;4;266 884;;;;;;;;;;;Набора не было;Набора не было;Набора не было;;;0;;;;;;;;;;;;;;;Набора не было;;;;;;;;;;;;;;;;;;Основной научной специализацией кафедры является математическое и компьютерное моделирование сложных технических систем. Программа нацелена на получение глубоких знаний в области фундаментальной и прикладной математики, в области вычислительной математики, механики и математической физики, в области информатики, программирования и вычислительной техники.;IT-специалист, специалист в области информационной безопасности, специалист в области построения бизнес-систем, аналитик;Московская область, г. Реутов, ул. Гагарина, д. 33;40;40;;40;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2075
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;02.03.01 Математика и компьютерные науки;000035;"Вычислительная математика и математическая физика (факультет ""Фундаментальные науки"")";ФН;да;;;;57;6;;;4;;;0;0;;;;0;0;;;262;261;;40;13;;;4;266 884;;;;;;;;;;;262;257;212;;;7.6;;;;;;;;;;;;;;;243;;;;;;;;;;;;;;;;;;Студенты научатся разрабатывать программные комплексы, в том числе с применением суперкомпьютеров. Студенты, обучающиеся на кафедре, получат глубокие знания в области фундаментальной и прикладной математики, вычислительной математики, механики и математической физики, информатики, программирования и вычислительной техники.;IT-специалист, специалист в области информационной безопасности, специалист в области построения бизнес-систем, аналитик;г. Москва, Рубцовская наб., д. 2/18;40;40;;40;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2076
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;09.03.01 Информатика и вычислительная техника;000036;"Системы обработки информации и управления (факультет ""Информатика и системы управления"")";ИУ;да;;;;198;20;;;4;;;0;0;;;;0;0;;;266;278;;20;3;;;4;284 341;;;;;;;;;;;273;275;159;;;5.9;;;;;;;;;;;;;;;262;;;;;;;;;;;;;;;;;;Студенты получают знания программированию, базам данных, компьютерной лингвистики. Бакалавры станут экспертами в области общесистемного проектирования и моделирования.;Системный программист, IT специалист, программист, разработчик ПО;г. Москва, Рубцовская наб., д. 2/18;40;40;;;;;;;;40;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;8;0;0;;;2077
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;09.03.01 Информатика и вычислительная техника;000037;"Системы обработки информации и управления (факультет ""Радиотехнический"")";РТ;да;;;;198;20;;;4;;;0;0;;;;0;0;;;266;269;;64;24;;;4;284 341;;;;;;;;;;;273;266;159;;;5.9;;;;;;;;;;;;;;;Набора не было;;;;;;;;;;;;;;;;;;Программа готовит специалистов в области разработки и эксплуатации информационных систем организационного управления. Это автоматизированные банковские системы, автоматизированные системы управления предприятиями и отраслями. системы поддержки принятия решений.;Системный программист, IT специалист, программист, разработчик ПО;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;;;;;;;40;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;8;0;0;;;2078
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;09.03.01 Информатика и вычислительная техника;000038;Системы автоматизированного проектирования;РК;да;;;;198;20;;;4;;;0;0;;;;0;0;;;266;256;;54;9;;;4;284 341;;;;;;;;;;;273;267;159;;;5.9;;;;;;;;;;;;;;;259;;;;;;;;;;;;;;;;;;Данная программа предназначены для автоматизации процессов конструирования, анализа и синтеза технических решений, их оптимизации, получения конструкторской и технологической документации. В современном проектировании активно применяются пакеты, разработанные студентами данного профиля. ;Системный программист, IT специалист, программист, разработчик ПО;г. Москва, Верейская ул., д. 48;40;40;;;;;;;;40;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;8;0;0;;;2079
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;09.03.01 Информатика и вычислительная техника;000039;"Компьютерные системы и сети (факультет ""Аэрокосмический"")";АК;да;;;;198;20;;;4;;;0;0;;;;0;0;;;266;273;;3;0;;;4;284 341;;;;;;;;;;;Набора не было;Набора не было;Набора не было;;;5.9;;;;;;;;;;;;;;;Набора не было;;;;;;;;;;;;;;;;;;Студенты профилируются в области математического моделирования и численных методов решения инженерных задач.;Системный программист, IT специалист, программист, разработчик ПО;Московская область, г. Реутов, ул. Гагарина, д. 33;40;40;;;;;;;;40;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;8;0;0;;;2080
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;09.03.01 Информатика и вычислительная техника;000040;"Компьютерные системы и сети (факультет ""Информатика и системы управления"")";ИУ;да;;;;198;20;;;4;;;0;0;;;;0;0;;;266;273;;45;24;;;4;284 341;;;;;;;;;;;273;286;159;;;5.9;;;;;;;;;;;;;;;262;;;;;;;;;;;;;;;;;;Программа нацелена на подготовку студентов, которые связаны с созданием и внедрением новейших информационных технологий, программно-аппаратных средств вычислительной техники, средств автоматизации приборов и систем управления, ориентации, стабилизации и навигации.;Системный программист, IT специалист, программист, разработчик ПО;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;;;;;;;40;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;8;0;0;;;2081
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;09.03.02 Информационные системы и технологии;000041;Информационные системы и телекоммуникации;ИУ;да;;;;60;6;;;4;;;0;0;;;;0;0;;;265;255;;60;16;;;4;284 341;;;;;;;;;;;271;270;156;;;12.3;;;;;;;;;;;;;;;258;;;;;;;;;;;;;;;;;;Данная программа готовит специалистов в области разработки информационных и телекоммуникационных систем в задачу которых входит исследование, разработка, внедрение и сопровождение информационных технологий и систем. ;Специалист по информационным технологиям, программист;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;;;;;;;40;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;8;0;0;;;2082
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;09.03.03 Прикладная информатика;000042;Компьютерные системы и сети;ИУ;да;;;;72;7;;;4;;;0;0;;;;0;0;;;;274;;28;18;;;4;284 341;;;;;;;;;;;270;272;149;;;15.5;;;;;;;;;;;;;;;Набора не было;;;;;;;;;;;;;;;;;;Программа нацелена на изучение усложненных систем обработки. Их интеграция ведет к образованию компьютерных сетей. Именно сети и сетевые технологии являются сейчас наиболее динамичными и перспективными направлениями развития вычислительной техники.;BI разработчик, BI архитектор, , web-дизайнер, администратор баз данных, аналитик компьютерных систем;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;;;;;;;40;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;8;0;0;;;2083
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;09.03.03 Прикладная информатика;000043;Информационная аналитика и политические технологии;СГН;да;;;;72;7;;;4;;;0;0;;;;0;0;;;;243;;19;18;;;4;284 341;;;;;;;;;;;270;259;149;;;15.5;;;;;;;;;;;;;;;248;;;;;;;;;;;;;;;;;;Студенты учатся проектировать информационно-аналитические системы, создавать прикладные программные продукты как для решения аналитических и коммуникационных задач, так и для обеспечения принятия эффективных управленческих решений.;BI разработчик, BI архитектор, , web-дизайнер, администратор баз данных, аналитик компьютерных систем;г. Москва, Рубцовская наб., д. 2/18;40;40;;;;;;;;40;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;8;0;0;;;2084
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;09.03.04 Программная инженерия;000044;Программное обеспечение ЭВМ и информационные технологии;ИУ;да;;;;80;8;;;4;;;0;0;;;;0;0;;;290;287;;80;36;;;4;284 341;;;;;;;;;;;291;275;150;;;8.9;;;;;;;;;;;;;;;288;;;;;;;;;;;;;;;;;;Студенты подготавливаются к решению следующих задач: освоению и применению средств автоматизированного проектирования, обеспечение соответствия разрабатываемого программного обеспечения.;Инженер-конструктор, разработчик ПО, IT специалист,;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;;;;;;;40;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;8;0;0;;;2085
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;10.05.01 Компьютерная безопасность;000096;Информационная безопасность;ИУ;да;;;;32;3;;;5;;;0;0;;;;0;0;;;296;295;;20;10;;;5;284 341;;;;;;;;;;;284;284;188;;;44.4;;;;;;;;;;;;;;;271;;;;;;;;;;;;;;;;;;Обучающийся подготавливается к решению следующих профессиональных задач: сбор, обработка, анализ и систематизация научно-технической информации, разработка математических моделей защищаемых процессов и средств защиты информации и систем, обеспечивающих информационную безопасность объектов.;IT-специалист, mobile-разработчик, информатик, математик, программист, системный администратор, специалист по защите информации, тестировщик;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2086
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;10.05.03 Информационная безопасность автоматизированных систем;000097;Информационная безопасность;ИУ;да;;;;32;3;;;5;;;0;0;;;;0;0;;;298;298;;30;30;;;5;284 341;;;;;;;;;;;287;270;150;;;25.1;;;;;;;;;;;;;;;281;;;;;;;;;;;;;;;;;;Обучающийся подготавливается к решению следующих задач: подготовка научно-технических отчетов, обзоров, докладов, публикаций по результатам выполненных исследований, сбор и анализ исходных данных для проектирования защищенных автоматизированных систем.;ERP-программист, IT-специалист, администратор базы данных, администратор локальных вычислительных сетей, инженер по защите информации, программист, разработчик баз данных, специалист SAP;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2087
г. Москва;0002;МГТУ им. Баумана;Приборостроение;11.03.03 Конструирование и технология электронных средств;000045;"Проектирование и технология производства электронной аппаратуры (факультет ""Информатика и системы управления"")";ИУ;да;;;;83;8;;;4;;;0;0;;;;0;0;;;247;242;;63;8;;;4;284 341;;;;;;;;;;;262;265;167;;;3.3;;;;;;;;;;;;;;;236;;;;;;;;;;;;;;;;;;Студенты получают знания по применению новых информационных технологий проектирования сложных технических, анализу и синтезу электронно-вычислительной и радио-электронной аппаратуры.;Инженер-конструктор, инженер-электрик, монтажник радиоэлектронной аппаратуры и приборов, нанотехнолог, программист-разработчик, радиоэлектронщик;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2088
г. Москва;0002;МГТУ им. Баумана;Приборостроение;11.03.03 Конструирование и технология электронных средств;000046;Проектирование и технология производства электронной аппаратуры (Радиотехнический факультет);РТ;да;;;;83;8;;;4;;;0;0;;;;0;0;;;247;253;;21;2;;;4;284 341;;;;;;;;;;;262;249;167;;;3.3;;;;;;;;;;;;;;;Набора не было;;;;;;;;;;;;;;;;;;Программа нацелена на оценку актуальности, перспективности и значимости объектов проектирования в области электронных средств,сборку и анализ данных для расчета и проектирования деталей.;;г. Москва, Верейская ул., д. 48;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2089
г. Москва;0002;МГТУ им. Баумана;Приборостроение;11.03.04 Электроника и наноэлектроника;000047;Электронные технологии в машиностроении;МТ;да;;;;20;2;;;4;;;0;0;;;;0;0;;;252;230;;21;5;;;4;284 341;;;;;;;;;;;248;214;203;;;15.1;;;;;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;Выпускники данного направления подготовлены для: получения вакуума в замкнутых объемах, нанесения тонкопленочных покрытий, проектирования автоматизированного элионного технологического оборудования, разработки микропроцессорных систем автоматического управления и компьютерной диагностики.;Инженер-конструктор наноматериалов, инженер-наноматериаловед, инженер-схемотехник , наноинженер, нанотехнолог;г. Москва, 2-ая Бауманская ул., д. 7;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2090
г. Москва;0002;МГТУ им. Баумана;Приборостроение;11.05.01 Радиоэлектронные системы и комплексы;000098;"Радиоэлектронные системы и устройства (факультет ""Радиоэлектроника и лазерная техника"")";РЛ;да;;;;140;14;;;5;;;0;0;;;;0;0;;;257;246;;82;4;;;5;284 341;;;;;;;;;;;252;243;167;;;2.2;;;;;;;;;;;;;;;266;;;;;;;;;;;;;;;;;;"Обучающийся подготавливается к решению следующих задач: согласование технических условий и заданий на проектируемую радиоэлектронную систему, расчет основных показателей качества радиоэлектронной системы, построение математических моделей типичных объектов и процессов, выбор метода исследования и разработка алгоритма его реализации; ";Гидроакустик, инженер радиоэлектронных систем, инженер-проектировщик радиоэлектронных систем, инженер-радиоэлектронщик, инженер-технолог по радиоэлектронным системам и комплексам, специалист по антенным сооружениям, специалист по гидроакустическим системам и комплексам;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2091
г. Москва;0002;МГТУ им. Баумана;Приборостроение;11.05.01 Радиоэлектронные системы и комплексы;000099;"Радиоэлектронные системы и устройства (факультет ""Радиотехнический"")";РТ;да;;;;140;14;;;5;;;0;0;;;;0;0;;;257;246;;18;4;;;5;284 341;;;;;;;;;;;Набора не было;Набора не было;Набора не было;;;2.2;;;;;;;;;;;;;;;Набора не было;;;;;;;;;;;;;;;;;;"Обучающийся подготавливается к решению следующих задач: согласование технических условий и заданий на проектируемую радиоэлектронную систему, расчет основных показателей качества радиоэлектронной системы, построение математических моделей типичных объектов и процессов, выбор метода исследования и разработка алгоритма его реализации; ";Гидроакустик, инженер радиоэлектронных систем, инженер-проектировщик радиоэлектронных систем, инженер-радиоэлектронщик, инженер-технолог по радиоэлектронным системам и комплексам, специалист по антенным сооружениям, специалист по гидроакустическим системам и комплексам;г. Москва, Верейская ул., д. 48;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2092
г. Москва;0002;МГТУ им. Баумана;Приборостроение;11.05.01 Радиоэлектронные системы и комплексы;000100;Технология приборостроения;РЛ;да;;;;140;14;;;5;;;0;0;;;;0;0;;;257;257;;20;3;;;5;284 341;;;;;;;;;;;252;248;167;;;2.2;;;;;;;;;;;;;;;254;;;;;;;;;;;;;;;;;;Программа нацеленана изучение информационных радиоэлектронных систем и их компонентов, включая микро и наноприборы для навигации, локации, измерительной и медицинской техники. Технологические процессы производства радиоэлектронных систем и их компонентов, включая микро и наноприборы, в том числе методы и средства контроля, диагностики и испытаний.;Гидроакустик, инженер радиоэлектронных систем, инженер-проектировщик радиоэлектронных систем, инженер-радиоэлектронщик, инженер-технолог по радиоэлектронным системам и комплексам, специалист по антенным сооружениям, специалист по гидроакустическим системам и комплексам;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2093
г. Москва;0002;МГТУ им. Баумана;Приборостроение;11.05.01 Радиоэлектронные системы и комплексы;000101;Автономные информационные и управляющие системы;СМ;да;;;;140;14;;;5;;;0;0;;;;0;0;;;257;201;;20;4;;;5;284 341;;;;;;;;;;;252;248;167;;;2.2;;;;;;;;;;;;;;;229;;;;;;;;;;;;;;;;;;Студенты получают профессиональное развитие в сфере автоматических и автоматизированных систем и средств контроля и управления, их математическое, информационное, техническое и программное обеспечение.;Гидроакустик, инженер радиоэлектронных систем, инженер-проектировщик радиоэлектронных систем, инженер-радиоэлектронщик, инженер-технолог по радиоэлектронным системам и комплексам, специалист по антенным сооружениям, специалист по гидроакустическим системам и комплексам;г. Москва, Госпитальный пер., д. 10 ;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2094
г. Москва;0002;МГТУ им. Баумана;Приборостроение;12.03.02 Оптотехника;000048;Лазерные и оптико-электронные системы;РЛ;да;;;;20;10;;;4;;;0;0;;;;0;0;;;257;248;;20;5;;;4;284 341;;;;;;;;;;;255;247;232;;;7.6;;;;;;;;;;;;;;;245;;;;;;;;;;;;;;;;;;Обучающийся подготавливается к решению следующих задач: математическое моделирование процессов и объектов, проведение оптических измерений, проектирование и конструирование в соответствии с техническим заданием типовых систем, приборов.;Инженер по разработке и эксплуатации оптико-электронных приборов и систем, оптометрист, оптотехник;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2095
г. Москва;0002;МГТУ им. Баумана;Приборостроение;12.03.04 Биотехнические системы и технологии;000049;Биомедицинские технические системы;БМТ;да;;;;66;40;;;4;;;0;0;;;;0;0;;;269;282;;22;30;;;4;284 341;;;;;;;;;;;283;279;159;;;5.8;;;;;;;;;;;;;;;279;;;;;;;;;;;;;;;;;;Студенты получат знания для работы в научно-производственных учреждениях, специализирующихся на создании современных образцов биомедицинской и биометрической техники и технологий. ;Инженер контрольно-измерительных приборов и автоматики, инженер по медицинской технике, медицинский физик;г. Москва, Бригадирский пер., д. 14;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2096
г. Москва;0002;МГТУ им. Баумана;Приборостроение;12.03.04 Биотехнические системы и технологии;000050;Медико-технические информационные технологии;БМТ;да;;;;66;40;;;4;;;0;0;;;;0;0;;;269;261;;44;10;;;4;284 341;;;;;;;;;;;263;255;159;;;5.8;;;;;;;;;;;;;;;251;;;;;;;;;;;;;;;;;;Направление подготовки тесно связаны с практической гражданской и военной медициной и ориентированы на применение и создание лечебно-диагностических технологий с использованием новых математических, физических и физиологических подходов.;Инженер контрольно-измерительных приборов и автоматики, инженер по медицинской технике, медицинский физик;г. Москва, Бригадирский пер., д. 14;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2097
г. Москва;0002;МГТУ им. Баумана;Приборостроение;12.03.05 Лазерная техника и лазерные технологии;000051;Лазерные и оптико-электронные системы;РЛ;да;;;;20;10;;;4;;;0;0;;;;0;0;;;264;247;;20;20;;;4;284 341;;;;;;;;;;;256;248;214;;;11.7;;;;;;;;;;;;;;;250;;;;;;;;;;;;;;;;;;Обучающийся подготавливается к решению следующих задач: математическое моделирование процессов и объектов, разработка программ и их отдельных блоков, юстировкиа и опытная проверки лазерных приборов и лазерных технологических систем.;Инженер по лазерной технике , инженер-конструктор, математик, оператор лазерных установок, оптотехник;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2098
г. Москва;0002;МГТУ им. Баумана;Приборостроение;12.05.01 Электронные и оптико-электронные приборы и системы специального назначения;000102;"Лазерные и оптико-электронные системы (факультет ""Оптико-электронное приборостроение"")";ОЭП;да;;;;91;8;;;5;;;0;0;;;;0;0;;;250;237;;34;2;;;5;284 341;;;;;;;;;;;Набора не было;Набора не было;173;;;1.5;;;;;;;;;;;;;;;Набора не было;;;;;;;;;;;;;;;;;;Обучающийся подготавливается к решению следующих задач: анализ эффективности функционирования электронных и оптико- электронных приборов и систем специального назначения, технико-экономическое обоснование разработки электронных и оптико- электронных приборов и систем.;Инженер оптик-расчетчик, инженер-конструктор, инженер-электронщик, конструктор, разработчик оптико-электронных приборов;Московская область, г. Красногорск, Речная ул., д. 7а;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2099
г. Москва;0002;МГТУ им. Баумана;Приборостроение;12.05.01 Электронные и оптико-электронные приборы и системы специального назначения;000103;"Лазерные и оптико-электронные системы (факультет ""Радиоэлектроника и лазерная техника"")";РЛ;да;;;;91;8;;;5;;;0;0;;;;0;0;;;250;237;;57;3;;;5;284 341;;;;;;;;;;;Набора не было;Набора не было;173;;;1.5;;;;;;;;;;;;;;;255;;;;;;;;;;;;;;;;;;На данном направлении ведётся подготовка специалистов для работы над созданием и эксплуатацией лазерных и оптико-электронных приборов, а также комплексных технических систем различного назначения, имеющих в своем составе оптико-электронные приборы.;Инженер оптик-расчетчик, инженер-конструктор, инженер-электронщик, конструктор, разработчик оптико-электронных приборов;г. Москва, 2-ая Бауманская ул., д. 5;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2100
г. Москва;0002;МГТУ им. Баумана;Электроэнергетика, теплоэнергетика, ядерная физика;13.03.03 Энергетическое машиностроение;000052;Поршневые двигатели;Э;да;;;;106;10;;;4;;;0;0;;;;0;0;;;228;218;;37;4;;;4;284 341;;;;;;;;;;;237;231;159;;;5.9;;;;;;;;;;;;;;;217;;;;;;;;;;;;;;;;;;Обучающийся подготавливается к решению следующих  задач:сбор и предварительный анализ исходных данных для конструирования, расчет и конструирование деталей и узлов в соответствии с техническим заданием, технологии изготовления, подготовка исходных данных для выбора и обоснования технических решений, контроль соответствия разрабатываемых проектов.;Инженер-проектировщик, инженер-разработчик, инженер-электроник;г. Москва, Лефортовская наб., д. 1;40;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;8;0;0;;;2101
