Город;id вуза;Аббревиатура;Крупное направление;Направление подготовки;id профиля;Профиль;Факультет;Есть набор в 2019 году;2019 очная Прох.балл Бюджет 1 волна;2019 очная Прох.балл Бюджет 2 волна;2019 очная Прох.балл Платно ;2019 очная Число мест Бюджет ;2019 очная Число мест Платно ;2019 очная Конкурс Бюджет ;2019 очная Конкурс Платно ;2019 очная Срок  ;2019 очная Стоимость  ;2019 очно-заочная Прох.балл Бюджет ;2019 очно-заочная Число мест Бюджет ;2019 очно-заочная Число мест Платно ;2019 очно-заочная Срок  ;2019 очно-заочная Стоимость  ;2019 заочная Прох.балл Бюджет ;2019 заочная Число мест Бюджет ;2019 заочная Число мест Платно ;2019 заочная Срок  ;2019 заочная Стоимость  ;2018 очная Прох.балл Бюджет 1 волна;2018 очная Прох.балл Бюджет 2 волна;2018 очная Прох.балл Платно ;2018 очная Число мест Бюджет ;2018 очная Число мест Платно ;2018 очная Конкурс Бюджет ;2018 очная Конкурс Платно ;2018 очная Срок  ;2018 очная Стоимость  ;2018 очно-заочная Прох.балл Бюджет ;2018 очно-заочная Число мест Бюджет ;2018 очно-заочная Число мест Платно ;2018 очно-заочная Срок  ;2018 очно-заочная Стоимость  ;2018 заочная Прох.балл Бюджет ;2018 заочная Число мест Бюджет ;2018 заочная Число мест Платно ;2018 заочная Срок  ;2018 заочная Стоимость  ;2017 очная Прох.балл Бюджет 1 волна;2017 очная Прох.балл Бюджет 2 волна;2017 очная Прох.балл Платно ;2017 очная Число мест Бюджет ;2017 очная Число мест Платно ;2017 очная Конкурс Бюджет ;2017 очная Конкурс Платно ;2017 очная Срок  ;2017 очная Стоимость  ;2017 очно-заочная Прох.балл Бюджет ;2017 очно-заочная Число мест Бюджет ;2017 очно-заочная Число мест Платно ;2017 очно-заочная Срок  ;2017 очно-заочная Стоимость  ;2017 заочная Прох.балл Бюджет ;2017 заочная Число мест Бюджет ;2017 заочная Число мест Платно ;2017 заочная Срок  ;2017 заочная Стоимость  ;2016 очная Прох.балл Бюджет 1 волна;2016 очная Прох.балл Бюджет 2 волна;2016 очная Прох.балл Платно ;2016 очная Число мест Бюджет ;2016 очная Число мест Платно ;2016 очная Конкурс Бюджет ;2016 очная Конкурс Платно ;2016 очная Срок  ;2016 очная Стоимость  ;2016 очно-заочная Прох.балл Бюджет ;2016 очно-заочная Число мест Бюджет ;2016 очно-заочная Число мест Платно ;2016 очно-заочная Срок  ;2016 очно-заочная Стоимость  ;2016 заочная Прох.балл Бюджет ;2016 заочная Число мест Бюджет ;2016 заочная Число мест Платно ;2016 заочная Срок  ;2016 заочная Стоимость  ;Содержание программы;Профессии;Адрес обучения по данному профилю;Min балл  Мат;Min балл Рус;Min балл Общ;Min балл Физ;Min балл Био;Min балл Ист;Min балл Иняз;Min балл Хим;Min балл Лит;Min балл Инф;Min балл Гео;Мат;Рус;Общ;Физ;Био;Ист;Иняз;Хим;Лит;Инф;Гео;ДВИ1;ДВИ2;ДВИ3;ДВИ4;ДВИ5;ДВИ6;ДВИ7;Золотая медаль;Значок ГТО;Перечневая олимпиада;Волонтерство;Итоговое сочинение;КОНЕЦ ТАБЛИЦЫ;;1
г. Москва;0033;МАРХИ;Архитектура и технологии строительства;07.03.01 Архитектура;001532;Градостроительное проектирование;Факультет бакалавриата;Да;;;;152;100;;;5;;;0;60;5.5;;;0;0;;;;;;146;100;;;5;280,200;Набора не было;0;0;;;Набора не было;0;0;;;335;329;226;;;1.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студенты учатся разрабатывать проекты объектов капитального строительства и благоустройства территории, работать с градостроительной документацией: схемами, картами, планами, чертежами, а также выбирать конструкции, строительные материалы и технологии для объектов строительства.;"Архитектор; архитектор-проектировщик; градостроитель; инженер транспортного строительства; инженер-проектировщик; инженер-строитель; социолог градостроительства; эколог градостроительства";г. Москва, ул. Рождественка, д. 11/4, корп. 1, стр. 4;27;36;;;;;;;;;;2;1;0;0;0;0;0;0;0;0;0;Рисунок (1е задание);Рисунок (2е задание);Черчение;;;;;10;2;0;0;0;;;95
г. Москва;0033;МАРХИ;Архитектура и технологии строительства;07.03.01 Архитектура;001534;Реставрационное проектирование;Факультет бакалавриата;Да;;;;152;100;;;5;;;0;60;5.5;;;0;0;;;;;;146;100;;;5;280,200;Набора не было;0;0;;;Набора не было;0;0;;;335;329;226;;;1.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студенты учатся выбирать соответствующие материалы, конструкции, инженерные системы при разработке архитектурно-реставрационных и восстановительных решений, выдвигать архитектурные идеи по сохранению и преобразованию объектов архитектурного наследия, учитывая их историко-культурную ценность, а также разрабатывать проекты реконструкции и модернизации исторически сложившейся городской среды.;"Архитектор; архитектор-дизайнер; архитектор-реставратор; искусствовед; реставратор графики; реставратор декоративных штукатурок и лепных изделий; реставратор живописи; реставратор изделий из металла; реставратор памятников деревянного зодчества; реставратор памятников каменного зодчества; строитель";г. Москва, ул. Рождественка, д. 11/4, корп. 1, стр. 4;27;36;;;;;;;;;;2;1;0;0;0;0;0;0;0;0;0;Рисунок (1е задание);Рисунок (2е задание);Черчение;;;;;10;2;0;0;0;;;96
г. Москва;0033;МАРХИ;Архитектура и технологии строительства;07.03.01 Архитектура;001533;Ландшафтное проектирование;Факультет бакалавриата;Да;;;;152;100;;;5;;;0;60;5.5;;;0;0;;;;;;146;100;;;5;280,200;Набора не было;0;0;;;Набора не было;0;0;;;335;329;226;;;1.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студенты учатся исследовать ландшафты и объекты ландшафтной архитектуры с помощью различных методик, следить за правильностью использования оборудования, механизмов и сооружений на объектах ландшафтной архитектуры, а также разрабатывать проектную и рабочую документацию на различных стадиях проектирования.;"Гринкипер; дендролог; ландшафтный архитектор; озеленитель; садовник";г. Москва, ул. Рождественка, д. 11/4, корп. 1, стр. 4;27;36;;;;;;;;;;2;1;0;0;0;0;0;0;0;0;0;Рисунок (1е задание);Рисунок (2е задание);Черчение;;;;;10;2;0;0;0;;;97
г. Москва;0033;МАРХИ;Архитектура и технологии строительства;07.03.03 Дизайн архитектурной среды;200131;Проектирование городской среды;Факультет бакалавриата;Да;;;;13;10;;;5;;;0;0;;;;0;0;;;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;Набора не было;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;В обучении особое внимание уделяется формированию образа городской среды. Студенты учатся выполнять проекты по дизайну, использовать различные материалы в своей деятельности, а также работать в профессиональных компьютерных программах.;Архитектор-дизайнер, архитектор-реставратор, визуализатор, дизайнер интерьера, дизайнер ландшафта, ландшафтный архитектор;г. Москва, ул. Рождественка, д. 11/4, корп. 1, стр. 4;27;36;;;;;;;;;;2;1;0;0;0;0;0;0;0;0;0;Рисунок (1е задание);Рисунок (2е задание);Черчение;;;;;10;2;0;0;0;;;98
г. Москва;0037;ВАВТ;Юриспруденция;40.03.01 Юриспруденция;001609;Международное экономическое право;Медународно-правовой факультет;да;;;;39;140;;;4;360000;;0;0;;190000;;0;0;;;283;281;169;35;170;25.97;5.5;4;360,000;Набора не было;0;0;;;Набора не было;0;0;;;279;275;126;;;20.8;;;;;;;;;;;;;;;259;;;;;;;;;;;;;;;;;;Студенты изучают стандарты торговой политики для защиты интересов России в соответствии с международными правилами и нормами международного права, изучаться противодействовать торгово-политическим мерам  государств, ущемляющим права российских предприятий.;Юрисконсульт, юрист, правовед;г. Москва, Воробьевское шоссе, д. 8 ;;44;50;;;;55;;;;;0;1;2;0;0;0;1;0;0;0;0;;;;;;;;6;1;0;0;0;;;2008
г. Москва;0037;ВАВТ;Юриспруденция;40.03.01 Юриспруденция;001610;Правовое регулирование коммерческой деятельности;Медународно-правовой факультет;да;;;;39;140;;;4;360000;;0;0;;;;0;0;;;283;281;169;35;170;25.97;5.5;4;360,000;Набора не было;0;0;;;Набора не было;0;0;;;279;275;126;;;20.8;;;;;;;;;;;;;;;259;;;;;;;;;;;;;;;;;;Студенты изучают международную коммерческую деятельность, зарубежные рынки и партнеров, особенности правового регулирования международных коммерческих сделок. Каждый выпускник должен уметь проводить анализ целесообразности международной сделки и расчет мировой цены, оценивать прибыльность международной торговли.;Юрисконсульт, юрист, правовед;г. Москва, Воробьевское шоссе, д. 8 ;;44;50;;;;55;;;;;0;1;2;0;0;0;1;0;0;0;0;;;;;;;;6;1;0;0;0;;;2009
г. Москва;0037;ВАВТ;Юриспруденция;40.03.01 Юриспруденция;200134;Международно-правовой, с углубленным изучением иностранного языка и права европейских организаций;Медународно-правовой факультет;да;;;;39;140;;;4;360000;;0;0;;;;0;0;;;283;281;169;35;170;25.97;5.5;4;360,000;Набора не было;0;0;;;Набора не было;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Учебный план представляет собой оптимальное сочетание общетеоретических, специальных и профильных юридических дисциплин, составляющих целостную систему знаний о правовых нормах, обеспечивающих правопорядок во всех сферах жизни общества в условиях рыночных отношений. Профильные юридические и экономические дисциплины учебного плана определяют подготовку юриста для деятельности в области правового обеспечения предпринимательства, связанного как в целом со сферой международных экономических отношений, так и применительно к конкретным областям внешнеэкономической деятельности.;Юрисконсульт, юрист, правовед;г. Москва, Воробьевское шоссе, д. 8 ;;44;50;;;;55;;;;;0;1;2;0;0;0;1;0;0;0;0;;;;;;;;6;1;0;0;0;;;2010
г. Москва;0037;ВАВТ;Экономика и управление;38.03.02 Менеджмент;200135;Управление внешнеэкономической деятельностью;Факультет внешнеторгового менеджмента;да;;;;48;80;;;4;350000;;0;0;;;;0;0;;;258;255;203;44;65;25.16;25.36;4;350,000;Набора не было;0;0;;;Набора не было;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Обучение по данному направлению ориентировано на получение студентами знаний в области теории и практики мировой экономики, международной торговли, внешней торговли РФ, международных валютно-кредитных отношений, организации и техники внешнеэкономических операций, таможенно-тарифного регулирования, гражданского и торгового права зарубежных стран, правового регулирования внешнеэкономической деятельности и др. ;Менеджер по закупкам, менеджер по маркетингу, менеджер по развитию территории, менеджер по работе с таможней, трафик-менеджер, маркетолог-менеджер по логистике;г. Москва, Воробьевское шоссе, д. 8 ;40;55;;;;;55;;;;;1;2;0;0;0;0;1;0;0;0;0;;;;;;;;6;1;0;0;0;;;2011
г. Москва;0037;ВАВТ;Экономика и управление;38.03.02 Менеджмент;200136;Корпоративный менеджмент в международном бизнесе;Факультет внешнеторгового менеджмента;да;;;;48;80;;;4;350000;;0;0;;;;0;0;;;258;255;203;44;65;25.16;25.36;4;350,000;Набора не было;0;0;;;Набора не было;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Обучение по данному направлению ориентировано на получение студентами знаний в области теории и практики мировой экономики, международной торговли, внешней торговли РФ, международных валютно-кредитных отношений, организации и техники внешнеэкономических операций, таможенно-тарифного регулирования, гражданского и торгового права зарубежных стран, правового регулирования внешнеэкономической деятельности и др. ;Менеджер по закупкам, менеджер по маркетингу, менеджер по развитию территории, менеджер по работе с таможней, трафик-менеджер, маркетолог-менеджер по логистике;г. Москва, Воробьевское шоссе, д. 8 ;40;55;;;;;55;;;;;1;2;0;0;0;0;1;0;0;0;0;;;;;;;;6;1;0;0;0;;;2012
г. Москва;0037;ВАВТ;Экономика и управление;38.03.01 Экономика;001607;Финансы и кредит;Факультет международных финансов;да;;;;40;80;;;4;350000;;0;0;;;;0;0;;;258;256;180;37;50;29.92;44.3;4;350,000;Набора не было;0;0;;;Набора не было;0;0;;;249;252;141;;;28.0;;;;;;;;;;;;;;;263;;;;;;;;;;;;;;;;;;Студенты этого направления учатся составлять проекты бюджетов разных уровней, смет доходов и расходов, вести Бухгалтерский учет (налогов, сборов), составлять отчетности об исполнении бюджетов и смет доходов и расходов предприятий и организаций, контролировать целевое и эффективное использование бюджетных средств, составлять финансовые и бизнес-планы.;Аудитор, бухгалтер, кредитный консультант, менеджер по вопросам кредитования и дебиторской задолженности, менеджер по оценкам рисков, финансовый аналитик;г. Москва, Воробьевское шоссе, д. 8 ;40;55;;;;;55;;;;;2;1;0;0;0;0;1;0;0;0;0;;;;;;;;6;1;0;0;0;;;2013
г. Москва;0037;ВАВТ;Экономика и управление;38.03.01 Экономика;200133;Международные финансы;Факультет международных финансов;да;;;;40;80;;;4;350000;;0;0;;;;0;0;;;258;256;180;37;50;29.92;44.3;4;350,000;Набора не было;0;0;;;Набора не было;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студенты этого направления учатся составлять проекты бюджетов разных уровней, смет доходов и расходов, вести Бухгалтерский учет (налогов, сборов), составлять отчетности об исполнении бюджетов и смет доходов и расходов предприятий и организаций, контролировать целевое и эффективное использование бюджетных средств, составлять финансовые и бизнес-планы.;Аудитор, бухгалтер, кредитный консультант, менеджер по вопросам кредитования и дебиторской задолженности, менеджер по оценкам рисков, финансовый аналитик;г. Москва, Воробьевское шоссе, д. 8 ;40;55;;;;;55;;;;;2;1;0;0;0;0;1;0;0;0;0;;;;;;;;6;1;0;0;0;;;2014
г. Москва;0037;ВАВТ;Экономика и управление;38.03.01 Экономика;001605;Мировая экономика;Факультет экономистов-междунраодников;да;;;;73;80;;;4;350000;;0;0;;;;0;0;;;260;256;173;68;80;17.55;13.9;4;350,000;Набора не было;0;0;;;Набора не было;0;0;;;257;258;97;;;18.0;;;;;;;;;;;;;;;266;;;;;;;;;;;;;;;;;;Программа направлена на подготовку специалистов, которые готовы ориентироваться в динамично развивающемся мире. Студенты учатся анализировать конъюнктуры мировых товарных и финансовых рынков, знакомятся с условиями повышения конкурентоспособности товаров и услуг, формами внешнеэкономической деятельности,  а также с деятельностью международных экономических организаций.;Бухгалтер, экономист, аналитик, аудитор, супервайзер, менеджер по оценкам рисков, экономист-аналитик, консультант по экономическим вопросам, налоговый консультант, сметчик, специалист по экономическому прогнозированию, страховой брокер;г. Москва, Воробьевское шоссе, д. 8 ;40;55;;;;;55;;;;;2;1;0;0;0;0;1;0;0;0;0;;;;;;;;6;1;0;0;0;;;2015
г. Москва;0037;ВАВТ;Экономика и управление;38.03.01 Экономика;001606;Торговая политика (факультет экономистов-международников);Факультет экономистов-междунраодников;да;;;;73;80;;;4;350000;;0;0;;;;0;0;;;260;256;173;68;80;17.55;13.9;4;350,000;Набора не было;0;0;;;Набора не было;0;0;;;257;258;97;;;18.0;;;;;;;;;;;;;;;266;;;;;;;;;;;;;;;;;;Студенты изучают такие дисциплины, как логистика международного товародвижения, особенности внешнеэкономических связей и торговой политики зарубежных стран. Учащиеся осваивают основы международного экономического права, изучают особенности современной коммерческой дипломатии, деятельность ВТО. Отдельное внимание уделяется экономике зарубежных стран и международная торговля.;Бухгалтер, экономист, аналитик, аудитор, супервайзер, менеджер по оценкам рисков, экономист-аналитик, консультант по экономическим вопросам, налоговый консультант, сметчик, специалист по экономическому прогнозированию, страховой брокер;г. Москва, Воробьевское шоссе, д. 8 ;40;55;;;;;55;;;;;2;1;0;0;0;0;1;0;0;0;0;;;;;;;;6;1;0;0;0;;;2016
г. Москва;0037;ВАВТ;Экономика и управление;38.03.01 Экономика;200132;Международное сотрудничество с Китаем;Факультет экономистов-междунраодников;да;;;;73;80;;;4;350000;;0;0;;;;0;0;;;260;256;173;68;80;17.55;13.9;4;350,000;Набора не было;0;0;;;Набора не было;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Обучение по данному направлению ориентировано на получение студентами знаний в области теории и практики мировой экономики, международной торговли, внешней торговли РФ, международных валютно-кредитных отношений, организации и техники внешнеэкономических операций, таможенно-тарифного регулирования, гражданского и торгового права зарубежных стран, правового регулирования внешнеэкономической деятельности и др. ;Бухгалтер, экономист, аналитик, аудитор, супервайзер, менеджер по оценкам рисков, экономист-аналитик, консультант по экономическим вопросам, налоговый консультант, сметчик, специалист по экономическому прогнозированию, страховой брокер;г. Москва, Воробьевское шоссе, д. 8 ;40;55;;;;;55;;;;;2;1;0;0;0;0;1;0;0;0;0;;;;;;;;6;1;0;0;0;;;2017
г. Москва;0039;МГЮА ;Юриспруденция;40.03.01 Юриспруденция;001623;Юриспруденция;Юридический институт;Да;;;;530;540;;;4;;;221;210;4.5;;;0;0;;;272;268;160;545;400;6.9;4.2;4;360,000;226;200;190;4.5;;Набора не было;0;0;;;268;262;128;;;7.9;;;;;;;;;;;;;;;352;;;;;;;;;;;;;;;;;;Наполнение программы предметами зависит от выбранного профиля обучения: адвокатская деятельность, гражданско-правовой профиль, государственно-правовой профиль, международно-правовой профиль, прокурорско-следственная деятельность, уголовно-правовой профиль, юрист в области спорта, шоу-бизнеса и рекламы, юрист в сфере энергетики, юрист в финансовой и банковской сфере, юрист в сфере бизнес-права. Выбор профиля происходит после зачисления на основе заявлений абитуриентов. В общем каждый студент учится разрабатывать, квалифицированно толковать и применять законы и другие нормативные правовые акты.;Адвокат, дознаватель, инспектор отдела по делам несовершеннолетних, криминалист, нотариус, полицейский, правовед, прокурор, следователь, судебный пристав, судебный эксперт, судья, участковый, юрисконсульт, юрист;г. Москва, Садовая-Кудринская ул., д. 9;;45;50;;;40;;;;;;0;1;2;0;0;1;0;0;0;0;0;;;;;;;;5;1;2;0;;;;816
г. Москва;0039;МГЮА ;Юриспруденция;40.05.01 Правовое обеспечение национальной безопасности;001624;Правовое обеспечение национальной безопасности;Институт публичного права и управления;Да;;;;70;60;;;5;;;0;0;;;;0;0;;;268;266;166;75;50;25.7;13.9;5;325,000;Набора не было;0;0;;;Набора не было;0;0;;;264;261;147;;;27.0;;;;;;;;;;;;;;;255;;;;;;;;;;;;;;;;;;В рамках программы студенты получают навыки: разработки нормативных правовых актов, составление юридических документов, оказания юридической помощи, консультирования по правовым вопросам, проведения правовой экспертизы нормативных правовых актов, обеспечивать правопорядок, безопасность населения и государства.;Специалист по обеспечению национальной безопасности, адвокат, дознаватель, нотариус, полицейский, правовед, прокурор, следователь;г. Москва, Садовая-Кудринская ул., д. 10;;45;50;;;40;;;;;;0;1;2;0;0;1;0;0;0;0;0;;;;;;;;5;1;2;0;;;;817
г. Москва;0039;МГЮА ;Юриспруденция;40.05.03 Судебная экспертиза;001625;Судебная экспертиза;Институт судебных экспертиз;Да;;;;60;35;;;5;;;0;0;;;;0;0;;;263;262;160;60;30;21.7;13.4;5;270,000;Набора не было;0;0;;;Набора не было;0;0;;;260;258;149;;;28.2;;;;;;;;;;;;;;;250;;;;;;;;;;;;;;;;;;Студенты учатся проводить судебную экспертизу по уголовным, гражданским делам и делам об административных правонарушениях, выявлять, фиксировать, изымать и проводить предварительное исследование различных материальных следов и объектов во время осмотра мест происшествий или оперативно-розыскных мероприятий.;Судебно-медицинский эксперт, судебный эксперт, эксперт-криминалист;г. Москва, Садовая-Кудринская ул., д. 11;;45;50;;;40;;;;;;0;1;2;0;0;1;0;0;0;0;0;;;;;;;;5;1;2;0;;;;818
г. Москва;0039;МГЮА ;Юриспруденция;40.05.04 Судебная и прокурорская деятельность;001626;Судебная и прокурорская деятельность;Институт прокуратуры;Да;;;;90;90;;;5;;;0;0;;;;0;0;;;278;270;167;60;60;9.4;8.9;5;325,000;Набора не было;0;0;;;Набора не было;0;0;;;Набора не было;Набора не было;Набора не было;;;0.0;;;;;;;;;;;;;;;Набора не было;;;;;;;;;;;;;;;;;;В рамках этой специальности студенты учатся рассматривать дела и разрешать споры, отнесенные к компетенции судов, по средствам гражданского, административного и уголовного производства, анализировать применение судебной практики и судебной статистики, осуществлять прокурорский надзор за соблюдением Конституции РФ и исполнением законом, осуществлять уголовное преследование и участвовать в рассмотрении дел.;Юрист, прокурор, секретарь суда, судья;г. Москва, Ленинградский просп., д. 47;;45;50;;;40;;;;;;0;1;2;0;0;1;0;0;0;0;0;;;;;;;;5;1;2;0;;;;819
г. Москва;0046;РАНХиГС;Компьютерные и информационные науки;09.03.03 Прикладная информатика;001839;Прикладная информатика в экономике;Институт экономики, математики и информационных технологий;да;;;;10;5;;;4;;;0;15;5;;;0;0;;;251;252;149;10;25;24.5;3.2;4;300,000;Набора не было;0;0;;;Набора не было;0;0;;;248;244;140;;;;;;;;;;;;;;;;;;232;;;;;;;;;;;;;;;;;;В рамках программы студенты учатся проектировать и разрабатывать информационные, программные системы и технологии, администрировать операционные и информационные системы, а также моделировать экономические процессы и системы с применением математических методов и современных информационных технологий. Особый уклон делается на освоении сферы экономики.;"Mobile-разработчик; администратор базы данных; аналитик компьютерных данных; оператор базы данных; программист; разработчик компьютерных программ; системный администратор; системный инженер; специалист по обслуживанию компьютерных сетей; специалист по проектированию информационных систем";г. Москва. пр. Вернадского, д. 82, стр. 1;27;36;;;;;;;;40;;2;1;0;0;0;0;0;0;0;1;0;;;;;;;;3;2;5;0;0;;;1203
г. Москва;0046;РАНХиГС;Компьютерные и информационные науки;09.03.03 Прикладная информатика;001840;Прикладная информатика в управлении региональной экономикой;Институт экономики, математики и информационных технологий;Нет;;;;0;0;;;4;;;0;0;;;;0;0;;;251;252;149;10;25;24.5;3.2;4;300,000;Набора не было;0;0;;;Набора не было;0;0;;;248;244;140;;;;;;;;;;;;;;;;;;232;;;;;;;;;;;;;;;;;;В рамках программы студенты учатся проектировать и разрабатывать информационные, программные системы и технологии, администрировать операционные и информационные системы, а также моделировать экономические процессы и системы с применением математических методов и современных информационных технологий. Особый уклон делается на освоении сферы управления региональной экономикой.;"Mobile-разработчик; администратор базы данных; аналитик компьютерных данных; оператор базы данных; программист; разработчик компьютерных программ; системный администратор; системный инженер; специалист по обслуживанию компьютерных сетей; специалист по проектированию информационных систем";г. Москва. пр. Вернадского, д. 82, стр. 1;27;36;;;;;;;;40;;2;1;0;0;0;0;0;0;0;1;0;;;;;;;;3;2;5;0;0;;;1204
г. Москва;0046;РАНХиГС;Компьютерные и информационные науки;09.03.03 Прикладная информатика;001841;Прикладная информатика в информационной безопасности;Институт экономики, математики и информационных технологий;да;;;;5;15;;;4;;;0;0;;;;0;0;;;248;Набора не было;151;5;15;22.4;1.9;4;300,000;Набора не было;0;0;;;Набора не было;0;0;;;242;Набора не было;151;;;;;;;;;;;;;;;;;;235;;;;;;;;;;;;;;;;;;В рамках программы студенты учатся проектировать и разрабатывать информационные, программные системы и технологии, администрировать операционные и информационные системы, а также моделировать экономические процессы и системы с применением математических методов и современных информационных технологий. Особый уклон делается на освоении сферы информационной безопасности.;"Mobile-разработчик; администратор базы данных; аналитик компьютерных данных; оператор базы данных; программист; разработчик компьютерных программ; системный администратор; системный инженер; специалист по обслуживанию компьютерных сетей; специалист по проектированию информационных систем";г. Москва. пр. Вернадского, д. 82, стр. 1;27;36;;36;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;3;2;5;0;0;;;1205
г. Москва;0046;РАНХиГС;Компьютерные и информационные науки;09.03.03 Прикладная информатика;200014;Прикладная информатика в энергетических системах;Институт экономики, математики и информационных технологий;да;;;;0;0;;;;;;15;10;5;;;0;0;;;250;234;172;5;15;22.4;1.9;4;300,000;234;15;13;5;140 000;Набора не было;0;0;;;242;Набора не было;151;;;;;;;;;;;;;;;;;;235;;;;;;;;;;;;;;;;;;В рамках программы студенты учатся проектировать и разрабатывать информационные, программные системы и технологии, администрировать операционные и информационные системы, а также моделировать экономические процессы и системы с применением математических методов и современных информационных технологий. Особый уклон делается на освоении сферы энергетических систем.;"Mobile-разработчик; администратор базы данных; аналитик компьютерных данных; оператор базы данных; программист; разработчик компьютерных программ; системный администратор; системный инженер; специалист по обслуживанию компьютерных сетей; специалист по проектированию информационных систем";г. Москва. пр. Вернадского, д. 82, стр. 1;27;36;;36;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;3;2;5;0;0;;;1206
г. Москва;0046;РАНХиГС;Управление в технических системах;27.03.02 Управление качеством;001842;Управление качеством в производственно-технологических системах;Институт менеджмента и маркетинга;да;;;;0;25;;;4;;;0;0;;;;0;0;;;Набора не было;Набора не было;141;0;25;0;1;4;165,000;Набора не было;0;0;;;Набора не было;0;0;;;Набора не было;Набора не было;140;;;;;;;;;;;;;;;;;;Набора не было;;;;;;;;;;;;;;;;;;В рамках подготовки бакалавров технические знания в области сертификации и качества сочетаются с теоретической подготовкой по менеджменту и практическими навыками управления. Во время обучения в бакалавриате студенты изучают процессный подход, принципы всеобщего управления. Будущим специалистам даются базовые знания и навыки по информатике, прикладному программированию, обслуживанию сетей ЭВМ, информационному обеспечению систем менеджмента качества. Программа уделяет особое внимание изучению системных подходов и статистических методов управления.;Аудитор, инженер по качеству, инженер по стандартизации и сертификации, контролер качества продукции, менеджер по качеству, оценщик;г. Москва. пр. Вернадского, д. 82, стр. 1;27;36;;36;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;3;2;5;0;0;;;1207
г. Москва;0046;РАНХиГС;Управление в технических системах;27.03.02 Управление качеством;200015;Управление качеством в энергетике;Институт менеджмента и маркетинга;да;;;;0;25;;;4;;;0;0;;;;0;0;;;Набора не было;Набора не было;141;0;25;0;1;4;165,000;Набора не было;0;0;;;Набора не было;0;0;;;Набора не было;Набора не было;140;;;;;;;;;;;;;;;;;;Набора не было;;;;;;;;;;;;;;;;;;В рамках подготовки бакалавров технические знания в области сертификации и качества сочетаются с теоретической подготовкой по менеджменту и практическими навыками управления. Во время обучения в бакалавриате студенты изучают процессный подход, принципы всеобщего управления. Будущим специалистам даются базовые знания и навыки по информатике, прикладному программированию, обслуживанию сетей ЭВМ, информационному обеспечению систем менеджмента качества. Программа уделяет особое внимание изучению системных подходов и статистических методов управления.;Аудитор, инженер по качеству, инженер по стандартизации и сертификации, контролер качества продукции, менеджер по качеству, оценщик;г. Москва. пр. Вернадского, д. 82, стр. 1;27;36;;36;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;3;2;5;0;0;;;1208
г. Москва;0046;РАНХиГС;Управление в технических системах;27.03.02 Управление качеством;200016;Управление качеством в информационно-аналитических системах;Институт менеджмента и маркетинга;да;;;;0;25;;;4;;;0;0;;;;0;0;;;Набора не было;Набора не было;141;0;25;0;1;4;165,000;Набора не было;0;0;;;Набора не было;0;0;;;Набора не было;Набора не было;140;;;;;;;;;;;;;;;;;;Набора не было;;;;;;;;;;;;;;;;;;В рамках профиля «Управление качеством» осуществляется комплексная и системная подготовка специалистов, владеющих знаниями в сфере управления качеством в учреждении любой организационно-правовой формы, способных разрабатывать, исследовать, внедрять и сопровождать системы управления качеством. Студенты изучают методологию управления качеством и приобретают практические навыки в области создания, внедрения и сопровождения систем менеджмента качества на различных организационных уровнях в различных сферах экономической деятельности. Фокус делается на изучение методов управления качеством в информационно-аналитических системах.;"Аудитор; инженер по качеству; инженер по стандартизации и сертификации; контролер качества продукции; менеджер по качеству; метролог; оценщик";г. Москва. пр. Вернадского, д. 82, стр. 1;27;36;;36;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;3;2;5;0;0;;;1209
