Город;id вуза;Аббревиатура;Крупное направление;Направление подготовки;id профиля;Профиль;Факультет;Есть набор в 2020 году;2020 очная Прох.балл Бюджет 1 волна;2020 очная Прох.балл Бюджет 2 волна;2020 очная Прох.балл Платно ;2020 очная Число мест Бюджет ;2020 очная Число мест Платно ;2020 очная Конкурс Бюджет ;2020 очная Конкурс Платно ;2020 очная Срок  ;2020 очная Стоимость  ;2020 очно-заочная Прох.балл Бюджет ;2020 очно-заочная Число мест Бюджет ;2020 очно-заочная Число мест Платно ;2020 очно-заочная Срок  ;2020 очно-заочная Стоимость  ;2020 заочная Прох.балл Бюджет ;2020 заочная Число мест Бюджет ;2020 заочная Число мест Платно ;2020 заочная Срок  ;2020 заочная Стоимость  ;Адрес обучения по данному профилю;Содержание программы;Профессии;Min балл  Мат;Min балл Рус;Min балл Общ;Min балл Физ;Min балл Био;Min балл Ист;Min балл Иняз;Min балл Хим;Min балл Лит;Min балл Инф;Min балл Гео;Мат;Рус;Общ;Физ;Био;Ист;Иняз;Хим;Лит;Инф;Гео;ДВИ1;ДВИ2;ДВИ3;ДВИ4;ДВИ5;ДВИ6;ДВИ7;Золотая медаль;Значок ГТО;Перечневая олимпиада;Волонтерство;Итоговое сочинение;КОНЕЦ ТАБЛИЦЫ
г. Волгоград;0497;ВолГТУ;Экономика и управление;38.03.02 Менеджмент;213424;Маркетинг и рыночная аналитика;Факультет экономики и управления;да;224;223;146;10;100;32,6;1,2;4;105950;Набора не было;0;55;5;31500;Набора не было;0;100;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;45;;;35;30;;;44;;1;1;2;0;0;2;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0497;ВолГТУ;Экономика и управление;38.03.02 Менеджмент;213425;Производственный менеджмент;Факультет экономики и управления;да;224;223;146;10;100;32,6;1,2;4;105950;Набора не было;0;55;5;31500;Набора не было;0;100;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;45;;;35;30;;;44;;1;1;2;0;0;2;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0497;ВолГТУ;Экономика и управление;38.03.02 Менеджмент;213426;Производственный менеджмент;Факультет экономики и управления;да;224;223;146;10;100;32,6;1,2;4;105950;Набора не было;0;55;5;31500;Набора не было;0;100;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;45;;;35;30;;;44;;1;1;2;0;0;2;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0497;ВолГТУ;Транспортные технологии;23.03.03 Эксплуатация транспортно-технологических машин и комплексов;213300;"Автомобили и автомобильное
хозяйство";Факультет автомобильного транспорта;да;170;141;;20;18;6,5;;4;123340;Набора не было;0;0;;;137;6;103;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Машиностроение;15.03.04 Автоматизация технологических процессов и производств;213198;Автоматизация технологических процессов и производств;Факультет автоматизированных систем, транспорта и вооружений;да;181;148;;26;20;12,4;2,1;4;123340;143;14;15;5;31500;173;9;131;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Компьютерные и информационные науки;09.03.01 Информатика и вычислительная техника;213098;Автоматизированное проектирование киберфизических систем;Факультет электроники и вычислительной техники;да;201;185;134;79;30;6,6;2,5;4;123340;166;12;70;5;31500;178;4;200;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Компьютерные и информационные науки;09.03.01 Информатика и вычислительная техника;213099;Вычислительные машины, комплексы, системы и сети;Факультет подготовки инженерных кадров;да;201;185;134;79;30;6,6;2,5;4;123340;166;12;70;5;31500;178;4;200;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Компьютерные и информационные науки;09.03.01 Информатика и вычислительная техника;213100;Системная инженерия;Факультет подготовки инженерных кадров;да;201;185;134;79;30;6,6;2,5;4;123340;166;12;70;5;31500;178;4;200;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Экономика и управление;38.03.01 Экономика;213400;Бухгалтерский учет, анализ и аудит;Факультет подготовки инженерных кадров;да;236;234;137;9;120;41,2;1,7;4;105950;Набора не было;0;115;5;31500;Набора не было;0;420;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;45;;;35;30;;;44;;1;1;2;0;0;2;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Экономика и управление;38.03.01 Экономика;213401;Экономика предприятий и организаций;Факультет подготовки инженерных кадров;да;236;234;137;9;120;41,2;1,7;4;105950;Набора не было;0;0;;;Набора не было;0;420;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;45;;;35;30;;;44;;1;1;2;0;0;2;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Экономика и управление;38.03.01 Экономика;213402;Экономика предпринимательства;Факультет экономики и управления;да;236;234;137;9;120;41,2;1,7;4;105950;Набора не было;0;0;;;Набора не было;0;420;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;45;;;35;30;;;44;;1;1;2;0;0;2;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Экономика и управление;38.03.01 Экономика;213403;Финансы и кредит;Факультет экономики и управления;да;236;234;137;9;120;41,2;1,7;4;105950;Набора не было;0;0;;;Набора не было;0;420;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;45;;;35;30;;;44;;1;1;2;0;0;2;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Экономика и управление;38.03.01 Экономика;213404;Мировая экономика и внешнеэкономическая деятельность;Факультет экономики и управления;да;236;234;137;9;120;41,2;1,7;4;105950;Набора не было;0;0;;;Набора не было;0;420;5;31500;г. Волгоград, просп. Ленина, д. 28;;;39;40;45;;;35;30;;;44;;1;1;2;0;0;2;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Электроэнергетика, теплоэнергетика, ядерная физика;13.03.01 Теплоэнергетика и теплотехника;213154;Энергообеспечение предприятий;Институт архитектуры и строительства;да;169;124;;11;11;12,5;1,2;4;123340;Набора не было;0;0;;;Набора не было;0;40;5;35796;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Машиностроение;15.03.02 Технологические машины и оборудование;213188;Морские нефтегазовые сооружения;Институт архитектуры и строительства;да;153;167;;13;16;10,8;1,5;4;123340;Набора не было;0;0;;;Набора не было;0;70;5;35796;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0549;ВолГТУ;Биология и техносферная безопасность;20.05.01 Пожарная безопасность;213274;Пожарная безопасность;Институт архитектуры и строительства;да;159;173;;18;20;8,7;;4;123340;Набора не было;0;0;;;Набора не было;0;100;5;35796;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0549;ВолГТУ;Архитектура и технологии строительства;08.03.01 Строительство;213080;Объекты транспортной инфраструктуры;Институт архитектуры и строительства;да;135;143;;76;15;4,3;;4;123340;Набора не было;0;0;;;Набора не было;0;550;5;35796;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0549;ВолГТУ;Архитектура и технологии строительства;08.03.01 Строительство;213081;Водоснабжение и водоотведение;Институт архитектуры и строительства;да;135;143;;76;15;4,3;;4;123340;Набора не было;0;0;;;Набора не было;0;550;5;35796;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0549;ВолГТУ;Архитектура и технологии строительства;08.03.01 Строительство;213082;Автомобильные дороги;Институт архитектуры и строительства;да;135;143;;76;15;4,3;;4;123340;Набора не было;0;0;;;Набора не было;0;550;5;35796;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0778;ВолГТУ;Архитектура и технологии строительства;08.03.01 Строительство;213083;Теплогазоснабжение и вентиляция;Институт архитектуры и строительства;да;135;143;;76;15;4,3;;4;123340;Набора не было;0;0;;;Набора не было;0;550;5;35796;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0778;ВолГТУ;Архитектура и технологии строительства;08.03.01 Строительство;213075;Промышленное и гражданское строительство;Институт архитектуры и строительства;да;149;133;;140;30;3,5;1,8;4;123340;Набора не было;0;0;;;Набора не было;0;550;5;35796;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0780;ВолГТУ;Архитектура и технологии строительства;08.03.01 Строительство;213076;Производство строительных материалов, изделий и конструкций;Институт архитектуры и строительства;да;149;133;;140;30;3,5;1,8;4;123340;Набора не было;0;0;;;Набора не было;0;550;5;35796;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0781;ВолГТУ;Архитектура и технологии строительства;08.03.01 Строительство;213077;Организация инвестиционно-строительной деятельности;Институт архитектуры и строительства;да;149;133;;140;30;3,5;1,8;4;123340;Набора не было;0;0;;;Набора не было;0;550;5;35796;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0781;ВолГТУ;Архитектура и технологии строительства;08.03.01 Строительство;213078;Техническая эксплуатация объектов жилищно-коммунального хозяйства;Институт архитектуры и строительства;да;149;133;;140;30;3,5;1,8;4;123340;Набора не было;0;0;;;Набора не было;0;550;5;35796;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0787;ВолГТУ;Архитектура и технологии строительства;08.03.01 Строительство;213079;Строительство и эксплуатация объектов нефтегазовой отрасли;Институт архитектуры и строительства;да;149;133;;140;30;3,5;1,8;4;123340;Набора не было;0;0;;;Набора не было;0;550;5;35796;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0787;ВолГТУ;Электроэнергетика, теплоэнергетика, ядерная физика;13.03.02 Электроэнергетика и электротехника;213163;Электроснабжение;Факультет подготовки инженерных кадров;да;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;182;15;144;5;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0791;ВолГТУ;Материаловедение;22.03.02 Металлургия;213290;Металловедение и термическая обработка металлов;Факультет подготовки инженерных кадров;да;131;136;;50;10;3,6;;4;123340;161;10;20;5;31500;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;39;;;;1;1;0;2;0;0;2;2;0;0;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0791;ВолГТУ;Материаловедение;22.03.02 Металлургия;213291;Металловедение и термическая обработка металлов;Факультет технологии конструкционных материалов;да;131;136;;50;10;3,6;;4;123340;161;10;20;5;31500;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;39;;;;1;1;0;2;0;0;2;2;0;0;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0792;ВолГТУ;Материаловедение;22.03.02 Металлургия;213292;Литейное производство черных и цветных металлов;Факультет технологии конструкционных материалов;да;131;136;;50;10;3,6;;4;123340;161;10;20;5;31500;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;39;;;;1;1;0;2;0;0;2;2;0;0;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0794;ВолГТУ;Материаловедение;22.03.02 Металлургия;213293;Обработка металлов давлением;Факультет технологии конструкционных материалов;да;131;136;;50;10;3,6;;4;123340;161;10;20;5;31500;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;39;;;;1;1;0;2;0;0;2;2;0;0;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0798;ВолГТУ;Химические науки;18.03.01 Химическая технология;213227;Технология и переработка полимеров;Химико-технологический факультет;да;195;161;184;69;40;4;1,9;4;123340;121;30;35;5;31500;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;;;;30;39;;44;;1;1;0;0;0;0;2;2;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0799;ВолГТУ;Химические науки;18.03.01 Химическая технология;213228;Технология и переработка полимеров и композиционных материалов, аддитивные технологии;Химико-технологический факультет;да;195;161;184;69;40;4;1,9;4;123340;121;30;35;5;31500;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;;;;30;39;;44;;1;1;0;0;0;0;2;2;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0799;ВолГТУ;Химические науки;18.03.01 Химическая технология;213229;Химическая технология высокомолекулярных соединений;Химико-технологический факультет;да;195;161;184;69;40;4;1,9;4;123340;121;30;35;5;31500;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;;;;30;39;;44;;1;1;0;0;0;0;2;2;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0799;ВолГТУ;Химические науки;18.03.01 Химическая технология;213230;Химическая технология органических веществ;Химико-технологический факультет;да;195;161;184;69;40;4;1,9;4;123340;121;30;35;5;31500;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;;;;30;39;;44;;1;1;0;0;0;0;2;2;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0800;ВолГТУ;Химические науки;18.03.01 Химическая технология;213231;Химическая технология природных энергоносителей и углеродных материалов;Химико-технологический факультет;да;195;161;184;69;40;4;1,9;4;123340;121;30;35;5;31500;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;;;;30;39;;44;;1;1;0;0;0;0;2;2;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0366;ВолГТУ;Архитектура и технологии строительства;07.03.01 Архитектура;213067;Архитектура зданий и сооружений;Институт архитектуры и строительства;да;292;244;169;51;60;3,7;;5;123340;Набора не было;0;25;5;37026;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;Архитектурный рисунок;Архитектурная композиция;;;;;;10;3;5;0;3;
г. Волгоград;0381;ВолГТУ;Машиностроение;15.03.01 Машиностроение;213179;Машины и технология литейного производства;Факультет технологии конструкционных материалов;да;142;135;;41;15;6;1,2;4;123340;Набора не было;0;35;5;38000;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0406;ВолГТУ;Машиностроение;15.03.01 Машиностроение;213180;Оборудование и технология сварочного производства;Факультет технологии конструкционных материалов;да;142;135;;41;15;6;1,2;4;123340;Набора не было;0;35;5;38000;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0497;ВолГТУ;Архитектура и технологии строительства;08.05.01 Строительство уникальных зданий и сооружений;213095;Строительство высотных и большепролетных зданий и сооружений;Институт архитектуры и строительства;да;205;191;;15;10;9;1,2;6;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Приборостроение;12.03.01 Приборостроение;213145;Информационно-измерительная техника;Факультет электроники и вычислительной техники;да;174;136;;18;10;9,1;1,1;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0515;ВолГТУ;Физические науки и астрономия;03.03.02 Физика;213036;Компьютерная физика;Факультет электроники и вычислительной техники;да;164;133;;20;10;7,3;;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;2;1;0;1;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0787;ВолГТУ;Материаловедение;22.03.01 Материаловедение и технологии материалов;213284;Конструирование и производство изделий из композиционных материалов;Факультет технологии конструкционных материалов;да;157;155;;21;10;4,2;;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0799;ВолГТУ;Управление в технических системах;27.03.01 Стандартизация и метрология;213308;Стандартизация и сертификация;Факультет автоматизированных систем, транспорта и вооружений;да;150;161;;24;10;5,7;1,1;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0381;ВолГТУ;Транспортные технологии;23.05.01 Наземные транспортно-технологические средства;213303;Автомобили и тракторы;Факультет автоматизированных систем, транспорта и вооружений;да;141;147;;24;10;4,5;1,2;5;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0497;ВолГТУ;Дизайн и изобразительное искусство;54.05.01 Монументально-декоративное искусство;213705;Художник монументально-декоративного искусства (живопись);Институт архитектуры и строительства;да;Набора не было;Набора не было;;0;10;;;5;208400;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;;;45;;;;;;40;;;0;0;1;0;0;0;0;0;1;0;0;Композиция;Рисунок обнаженной натуры;;;;;;10;3;5;0;3;
г. Волгоград;0781;ВолГТУ;Электроэнергетика, теплоэнергетика, ядерная физика;13.03.03 Энергетическое машиностроение;213175;Двигатели внутреннего сгорания;Факультет автоматизированных систем, транспорта и вооружений;да;168;173;;10;12;11,3;;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;;40;;39;;;30;;;44;;0;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0341;ВолГТУ;Биология и техносферная безопасность;19.03.03 Продукты питания животного происхождения;213251;Технология мяса и мясных продуктов;Факультет технологии пищевых производств;да;133;175;;19;15;5,4;1,9;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;;39;;30;39;;44;;1;1;0;0;2;0;2;2;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0366;ВолГТУ;Химические науки;18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии;213239;Охрана окружающей среды и рациональное использование природных ресурсов;Химико-технологический факультет;да;141;147;;23;15;6,4;1,3;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;39;;30;39;;44;;1;1;0;2;2;0;2;2;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0381;ВолГТУ;Биология и техносферная безопасность;20.03.01 Техносферная безопасность;213262;Защита в чрезвычайных ситуациях;Институт архитектуры и строительства;да;123;153;;41;15;5,7;1,5;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0381;ВолГТУ;Биология и техносферная безопасность;20.03.01 Техносферная безопасность;213263;Защита окружающей среды;Институт архитектуры и строительства;да;123;153;;41;15;5,7;1,5;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0412;ВолГТУ;Лётная и космическая техника;24.05.01 Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов;213306;Пусковые устройства, транспортно-установочное оборудование и средства обслуживания стартовых комплексов;Факультет автоматизированных систем, транспорта и вооружений;да;155;156;;25;15;5,6;;5;153570;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0415;ВолГТУ;Военное дело;17.05.02 Стрелково-пушечное, артиллерийское и ракетное оружие;213222;Самоходное артиллерийское и танковое оружие;Факультет автоматизированных систем, транспорта и вооружений;да;138;;;25;15;5,9;;5,5;153570;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0415;ВолГТУ;Машиностроение;15.03.02 Технологические машины и оборудование;213187;Машины и аппараты пищевых производств;Факультет технологии пищевых производств;да;135;169;;13;16;5,1;;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0415;ВолГТУ;Компьютерные и информационные науки;09.03.04 Программная инженерия;213126;Разработка программно-информационных систем;Факультет электроники и вычислительной техники;да;226;165;158;38;20;9,3;3,1;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0443;ВолГТУ;Компьютерные и информационные науки;09.03.03 Прикладная информатика;213121;Прикладная информатика в экономике;Факультет экономики и управления;да;212;180;146;31;21;10,8;3,1;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;39;;;30;;;44;;1;1;0;2;0;0;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0456;ВолГТУ;Компьютерные и информационные науки;38.03.05 Бизнес-информатика;213451;Информационный бизнес;Факультет экономики и управления;да;Набора не было;Набора не было;155;0;25;;3;4;105950;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;45;;;35;30;;;44;;1;1;2;0;0;2;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0464;ВолГТУ;СМИ и издательское дело;42.03.01 Реклама и связи с общественностью;213504;Корпоративная реклама и связи с общественностью;Факультет экономики и управления;да;Набора не было;Набора не было;146;0;25;;1,4;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;;;35;30;;;44;;1;1;0;0;0;2;2;0;0;2;0;;;;;;;;10;3;5;0;3;
г. Волгоград;0465;ВолГТУ;Архитектура и технологии строительства;07.03.04 Градостроительство;213072;Градостроительное проектирование;Институт архитектуры и строительства;да;240;225;;19;25;6,6;;5;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;Архитектурный рисунок;Архитектурная композиция;;;;;;10;3;5;0;3;
г. Волгоград;0497;ВолГТУ;Архитектура и технологии строительства;07.03.03 Дизайн архитектурной среды;213071;Дизайн архитектурной среды;Институт архитектуры и строительства;да;240;233;197;25;25;6,4;1,4;5;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;Архитектурный рисунок;Архитектурная композиция;;;;;;10;3;5;0;3;
г. Волгоград;0777;ВолГТУ;Биология и техносферная безопасность;19.03.03 Продукты питания животного происхождения;213250;Технология молока и молочных продуктов;Факультет технологии пищевых производств;да;153;;;9;27;14,8;;4;123340;Набора не было;0;0;;;Набора не было;0;0;;;г. Волгоград, просп. Ленина, д. 28;;;39;40;;;39;;30;39;;44;;1;1;0;0;2;0;2;2;0;2;0;;;;;;;;10;3;5;0;3;
г. Воронеж;0778;ВГУИТ;Биология и техносферная безопасность;20.03.01 Техносферная безопасность;213259;Безопасность труда;Факультет экологии и химической технологии;Да;165;144;;19;11;5,1;;4;125730;Набора не было;0;0;;;Набора не было;0;15;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;;;;;39;;;;1;1;0;0;0;0;0;2;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0779;ВГУИТ;Биология и техносферная безопасность;20.03.01 Техносферная безопасность;213260;Комплексный аудит промышленной безопасности;Факультет экологии и химической технологии;Да;165;144;;19;11;5,1;;4;125730;Набора не было;0;0;;;Набора не было;0;15;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;;;;;39;;;;1;1;0;0;0;0;0;2;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0781;ВГУИТ;Биология и техносферная безопасность;20.03.01 Техносферная безопасность;213261;Безопасность технологических процессов и производств;Факультет экологии и химической технологии;Да;165;144;;19;11;5,1;;4;125730;Набора не было;0;0;;;Набора не было;0;15;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;;;;;;39;;;;1;1;0;0;0;0;0;2;0;0;0;;;;;;;;5;2;5;0;0;
г. Воронеж;0784;ВГУИТ;Сервис и туризм;43.03.01 Сервис;213513;Сервисное обеспечение геоинформационных систем государственного и муниципального управления;Факультет управления и информатики в технологических системах;Да;Набора не было;Набора не было;127;0;20;;;4;108240;Набора не было;0;0;;;Набора не было;0;15;4,5;35000;г. Воронеж, просп. Революции, д. 19;;;39;40;45;;;;;;;;;1;1;2;0;0;0;0;0;0;0;0;;;;;;;;5;2;5;0;0;
