Город;id вуза;Аббревиатура;Крупное направление;Направление подготовки;id профиля;Профиль;Факультет;Есть набор в 2020 году;2020 очная Прох.балл Бюджет 1 волна;2020 очная Прох.балл Бюджет 2 волна;2020 очная Прох.балл Платно ;2020 очная Число мест Бюджет ;2020 очная Число мест Платно ;2020 очная Конкурс Бюджет ;2020 очная Конкурс Платно ;2020 очная Срок  ;2020 очная Стоимость  ;2020 очно-заочная Прох.балл Бюджет ;2020 очно-заочная Число мест Бюджет ;2020 очно-заочная Число мест Платно ;2020 очно-заочная Срок  ;2020 очно-заочная Стоимость  ;2020 заочная Прох.балл Бюджет ;2020 заочная Число мест Бюджет ;2020 заочная Число мест Платно ;2020 заочная Срок  ;2020 заочная Стоимость  ;Адрес обучения по данному профилю;Содержание программы;Профессии;Min балл  Мат;Min балл Рус;Min балл Общ;Min балл Физ;Min балл Био;Min балл Ист;Min балл Иняз;Min балл Хим;Min балл Лит;Min балл Инф;Min балл Гео;Мат;Рус;Общ;Физ;Био;Ист;Иняз;Хим;Лит;Инф;Гео;ДВИ1;ДВИ2;ДВИ3;ДВИ4;ДВИ5;ДВИ6;ДВИ7;Золотая медаль;Значок ГТО;Перечневая олимпиада;Волонтерство;Итоговое сочинение;КОНЕЦ ТАБЛИЦЫ
г. Москва;0002;МГТУ им. Баумана;Лётная и космическая техника;24.05.06 Системы управления летательными аппаратами;209634;Автоматы стабилизации систем управления летательных аппаратов;Информатика и системы управления;Да;223;160;199;271;96;2,6;;5,5;350300;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Лефортовская наб., д. 1;В рамках данного направления происходят исследования и разработка перспективных систем и комплексов, обеспечивающих навигацию и управление движением различных систем, в том числе, пилотируемых и беспилотных летательных аппаратов.;"Авиационный инженер, инженер автоматизированных систем управления боевыми авиационными комплексами, инженер по системам приводов летательных аппаратов, инженер по эксплуатации приборов и измерительно-вычислительных комплексов летательных аппаратов, инженер по эксплуатации робототехнических систем комплексов авиационного вооружения
";45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Электроэнергетика, теплоэнергетика, ядерная физика;13.03.03 Энергетическое машиностроение;53;Гидромеханика, гидромашины и гидропневмоавтоматика;Энергомашиностроение;Да;233;187;185;90;39;5,2;1,5;4;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;За время обучения студенты имеют возможность получить современное разностороннее инженерное образование. Изучить теоретическую и прикладную гидромеханику, компьютерное гидродинамическое моделирование. Мехатронику и робототехнику.;Инженер-проектировщик, инженер-разработчик, инженер-электроник;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Машиностроение;15.05.01 Проектирование технологических машин и комплексов;209601;Диагностика и продление ресурса сварных конструкций;Машиностроительные технологии;Да;209;161;186;345;180;2;;5,5;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Госпитальный пер., д. 10;Область профессиональной деятельности на данном направлении связана с разработкой технологических процессов изготовления сварных конструкций и изделий различного назначения.;Инженер нефтеперерабатывающих заводов, инженер по технике безопасности, инженер-материаловед, инженер коммунального хозяйства;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Машиностроение;15.03.02 Технологические машины и оборудование;59;Вакуумная и компрессорная техника физических установок;Энергомашиностроение;Да;187;199;;20;20;8;;4;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;Обучающийся подготавливается к решению следующих задач: математическое моделирование процессов, оборудования и производственных объектов, проведение технических измерений, составление описаний проводимых исследований.;Инженер, инженер-конструктор, механик технологических машин и оборудования, технолог;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Управление в технических системах;27.03.04 Управление в технических системах;77;Автономные информационные и управляющие системы;Специальное машиностроение;Да;259;194;222;59;34;7,5;1,5;4;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Лефортовская наб., д. 1;Обучающийся подготавливается к решению следующих задач: обработка результатов экспериментальных исследований с применением современных информационных технологий, проведение вычислительных экспериментов с использованием стандартных программных средств.;Инженер по автоматизации и механизации производственных процессов , инженер по наладке и испытаниям, инженер по управлению и информатике в технических системах, инженер технической поддержки, инженер-программист, инженер-системотехник;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Лётная и космическая техника;24.05.01 Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов;123;"Аэрокосмические системы (факультет ""Специальное машиностроение"")";Специальное машиностроение;Да;252;189;160;251;86;4,1;1,2;5,5;350300;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;Обучающийся подготавливается к решению следующих задач: определение надежности вариантов изделия по результатам расчетно- теоретических и экспериментальных работ, макетирование для проверки принципов работы изделия, моделирование с точностью, позволяющей прогнозировать надежность выбранных конструктивных технических решений.;Инженер-исследователь подводного аппарата, инженер-конструктор авиационной и ракетно-космической техники, инженер-конструктор крылатых ракет, инженер-конструктор ракетно-транспортных систем, инженер-конструктор скоростных подводных аппаратов, инженер-проектировщик наноспутников, инженер-проектировщик ракет;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Лётная и космическая техника;24.05.01 Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов;122;"Аэрокосмические системы (факультет ""Аэрокосмический"")";Аэрокосмический;Да;252;189;160;251;86;4,1;1,2;5,5;350300;Набора не было;0;0;;;Набора не было;0;0;;;Московская обл., г. Красногорск, Речная ул., д. 7а;Обучающийся подготавливается к решению следующих задач: определение надежности вариантов изделия по результатам расчетно- теоретических и экспериментальных работ, макетирование для проверки принципов работы изделия, моделирование с точностью, позволяющей прогнозировать надежность выбранных конструктивных технических решений.;Инженер-исследователь подводного аппарата, инженер-конструктор авиационной и ракетно-космической техники, инженер-конструктор крылатых ракет, инженер-конструктор ракетно-транспортных систем, инженер-конструктор скоростных подводных аппаратов, инженер-проектировщик наноспутников, инженер-проектировщик ракет;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;10.05.03 Информационная безопасность автоматизированных систем;97;Анализ безопасности информационных систем;Информатика и системы управления;Да;280;261;157;77;33;26,2;3,2;5,5;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Рубцовская наб., д. 2/18;Обучающийся подготавливается к решению следующих задач: подготовка научно-технических отчетов, обзоров, докладов, публикаций по результатам выполненных исследований, сбор и анализ исходных данных для проектирования защищенных автоматизированных систем.;ERP-программист, IT-специалист, администратор базы данных, администратор локальных вычислительных сетей, инженер по защите информации, программист, разработчик баз данных, специалист SAP;45;40;;;;;;;;42;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Транспортные технологии;23.05.01 Наземные транспортно-технологические средства;119;Автомобили и тракторы;Специальное машиностроение;Да;229;203;195;75;59;1,7;;5,5;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Бригадирский пер., д. 14;Обучающийся подготавливается к решению следующих задач: проведение анализа состояния и перспектив развития наземных транспортно-технологических средств, техническое и организационное обеспечение исследований, анализ результатов и разработка предложений по их реализации.;Автомеханик, инженер по транспорту, инженер-конструктор, машиностроитель, оценщик, слесарь по ремонту дорожно–строительных машин и тракторов, специалист по автотранспортной диагностике;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Лётная и космическая техника;24.05.04 Навигационно-баллистическое обеспечение применения космической техники;209629;Аэродинамика ракет и космических транспортных систем;Специальное машиностроение;Да;231;167;;51;20;6;;5,5;350300;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Лефортовская наб., д. 1;Обучающийся подготавливается к решению следующих задач: сбор, анализ и систематизация исходных информационных данных для проектирования космической и ракетной техники. Студент научится постановке и формализации задач, исследований, расчету и прогнозированию баллистических, аэродинамических и кинематических параметров.;Авиационный инженер, авиаконструктор, инженер-проектировщик, слесарь-сборщик авиационных приборов, авиадиспетчер, инженер стартовых комплексов, авиационный техник;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Машиностроение;15.03.04 Автоматизация технологических процессов и производств;61;Автоматизация технологических процессов и производств;Робототехника и комплексная автоматизация;Да;271;237;;57;103;7,6;;4;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;Обучающийся подготавливается к решению следующих задач: управление жизненным циклом продукции и ее качеством, проектирование архитектуры аппаратно-программных комплексов автоматических и автоматизированных систем контроля.;Инженер контрольно-измерительных приборов и автоматики, инженер по автоматизации и механизации производственных процессов, конструктор вычислительных и автоматизированных систем, материаловед, оператор автоматических и полуавтоматических линий, программист-разработчик;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;02.03.01 Математика и компьютерные науки;34;"Вычислительная математика и математическая физика (факультет ""Аэрокосмический"")";Аэрокосмический;Да;267;257;202;67;43;13,5;4,8;4;270119;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Рубцовская наб., д. 2/18;Основной научной специализацией кафедры является математическое и компьютерное моделирование сложных технических систем. Программа нацелена на получение глубоких знаний в области фундаментальной и прикладной математики, в области вычислительной математики, механики и математической физики, в области информатики, программирования и вычислительной техники.;IT-специалист, специалист в области информационной безопасности, специалист в области построения бизнес-систем, аналитик;45;40;;40;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Математические науки;01.03.04 Прикладная математика;31;Высшая математика;Фундаментальные науки;Да;270;236;178;93;36;11,2;5,8;4;270119;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Рубцовская наб., д. 2/18;Программа нацелена на подготовку кадров, способных к успешному функционированию в новых экономических и политических условиях. Студенты научатся разрабатывать интегрированные системы математического обеспечения технической, информационной, административной деятельности.;Программист, аналитик, системный администратор;45;40;;40;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Математические науки;01.03.02 Прикладная математика и информатика;30;Анализ, порождение и преобразование программного кода;Информатика и системы управления;Да;295;282;261;38;18;42,7;35,8;4;270119;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;Программа нацелена на подготовку разработчиков математического и программного обеспечения для современных информационных технологий . Студенты будут специалистами в компиляции программного кода.;"Программист 1С, системный администратор, информатик-экономист; IT-менеджер";45;40;;;;;;;;42;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Компьютерные и информационные науки;09.03.01 Информатика и вычислительная техника;40;"Вычислительные машины, комплексы, системы и сети (факультет ""Информатика и системы управления"")";Информатика и системы управления;Да;272;260;151;236;249;9,9;3,5;4;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Рубцовская наб., д. 2/18;Программа нацелена на подготовку студентов, которые связаны с созданием и внедрением новейших информационных технологий, программно-аппаратных средств вычислительной техники, средств автоматизации приборов и систем управления, ориентации, стабилизации и навигации.;Системный программист, IT специалист, программист, разработчик ПО;45;40;;40;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Военное дело;17.05.02 Стрелково-пушечное, артиллерийское и ракетное оружие;209607;Автоматизированное проектирование ракетного и ствольного оружия;Специальное машиностроение;Да;212;146;;67;10;5;2,5;4;350300;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;Программа профиля готовит специалистов обладающих профессиональными компетенциями, обеспечивающими их способность успешно решать задачи в сфере деятельности, связанной с автоматизированным проектированием ракетного и ствольного оружия;Инженер-испытатель, инженер-конструктор;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0002;МГТУ им. Баумана;Военное дело;17.05.01 Боеприпасы и взрыватели;209604;Боеприпасы;Специальное машиностроение;Да;188;139;;71;20;3,4;1,3;5,5;350300;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;Студенты научатся проектировать образцы боеприпасов (мин, бомб и т.д.) и взрывателей, создавать новейшие образцы военной техники, проводить их экспериментальное испытание, разрабатывать программы испытания различных образцов боеприпасов и взрывателей.;"Инженер, инженер-испытатель, инженер-конструктор
";45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Военное дело;17.05.01 Боеприпасы и взрыватели;209604;Высокоточные летательные аппараты;Специальное машиностроение;Да;188;139;;71;20;3,4;1,3;5,5;350300;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;Студенты научатся проектировать образцы боеприпасов (мин, бомб и т.д.) и взрывателей, создавать новейшие образцы военной техники, проводить их экспериментальное испытание, разрабатывать программы испытания различных образцов боеприпасов и взрывателей.;"Инженер, инженер-испытатель, инженер-конструктор
";45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Компьютерные и информационные науки;02.03.01 Математика и компьютерные науки;35;"Вычислительная математика и математическая физика (факультет ""Фундаментальные науки"")";Фундаментальные науки;Да;267;257;202;67;43;13,5;4,8;4;270119;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Рубцовская наб., д. 2/18;Студенты научатся разрабатывать программные комплексы, в том числе с применением суперкомпьютеров. Студенты, обучающиеся на кафедре, получат глубокие знания в области фундаментальной и прикладной математики, вычислительной математики, механики и математической физики, информатики, программирования и вычислительной техники.;IT-специалист, специалист в области информационной безопасности, специалист в области построения бизнес-систем, аналитик;45;40;;40;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Транспортные технологии;23.05.02 Транспортные средства специального назначения;209612;Военные гусеничные и колесные машины;Специальное машиностроение;Да;159;174;;44;40;3,1;;5,5;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;"Студенты овладеют знаниями в сфере военно-гусеничных и колесных машин, автомобилей многоцелевого назначения, автомобильных базовых шасси под монтаж вооружения и военной техники, специальных колесных и гусеничных шасси военного назначения.

";"Инженер-конструктор,инженер-механик,инженер-испытатель,инженер по организации движения спецавтотранспорта
";45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Приборостроение;12.03.04 Биотехнические системы и технологии;49;Биомедицинские технические системы;Биомедицинская техника;Да;269;263;161;79;42;11,9;4,1;4;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Рубцовская наб., д. 2/18;Студенты получат знания для работы в научно-производственных учреждениях, специализирующихся на создании современных образцов биомедицинской и биометрической техники и технологий.;Инженер контрольно-измерительных приборов и автоматики, инженер по медицинской технике, медицинский физик;45;40;;;;;;;;42;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Приборостроение;11.05.01 Радиоэлектронные системы и комплексы;101;Автономные информационные и управляющие системы;Специальное машиностроение;Да;240;232;161;146;67;3,4;;5,5;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;Студенты получают профессиональное развитие в сфере автоматических и автоматизированных систем и средств контроля и управления, их математическое, информационное, техническое и программное обеспечение.;Гидроакустик, инженер радиоэлектронных систем, инженер-проектировщик радиоэлектронных систем, инженер-радиоэлектронщик, инженер-технолог по радиоэлектронным системам и комплексам, специалист по антенным сооружениям, специалист по гидроакустическим системам и комплексам;39;40;;;;;;;;42;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Лётная и космическая техника;24.05.02 Проектирование авиационных и ракетных двигателей;131;Газотурбинные и нетрадиционные установки;Энергомашиностроение;Да;230;183;162;149;57;5,5;1,4;5,5;350300;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Лефортовская наб., д. 1;Студенты получают углубленные знания по механике жидкости и газа, численному моделированию газовой динамики, теплообмена и теплонапряженного состояния. Осваивают системный подход к исследованию и разработке двигателей и энергоустановок, включающий новые идеи.;Инженер-испытатель авиационных двигателей и энергетических установок, инженер-испытатель жидкостных ракетных двигателей, инженер-испытатель ракетных двигателей твердого топлива, инженер-испытатель электроракетных двигателей, инженер-испытатель энергетических установок летательных аппаратов, инженер-испытатель энергетических установок наземного применения;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Компьютерные и информационные науки;09.03.01 Информатика и вычислительная техника;39;"Вычислительные машины, комплексы, системы и сети (факультет ""Аэрокосмический"")";Аэрокосмический;Да;272;260;151;236;249;9,9;3,5;4;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Рубцовская наб., д. 2/18;Студенты профилируются в области математического моделирования и численных методов решения инженерных задач.;Системный программист, IT специалист, программист, разработчик ПО;45;40;;40;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Биология и техносферная безопасность;20.03.01 Техносферная безопасность;209608;Безопасность жизнедеятельности в техносфере;Энергомашиностроение;Да;240;208;215;55;9;6,4;4,4;4;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;"Студенты участвуют в проектных работах по созданию средств обеспечения безопасности и защиты человека от техногенных и антропогенных воздействий. Бакалавры учатся разрабатывать средства спасения и организационно-технические мероприятия по защите территорий от природных и техногенных чрезвычайных ситуаций, эксплуатировать средства защиты и контроля безопасности, а также принимать участие в деятельности по защите человека и среды обитания на уровне предприятия.
";"Инженер по охране труда, инженер по пожарной безопасности, инженер по промышленной безопасности, инженер по технике безопасности, инженер по экологической безопасности, инженер по техническому надзору, инспектор государственного надзора и контроля, эксперт по экологической безопасности, менеджер по промышленной безопасности, аналитик безопасности и рисков
";45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Экономика и управление;38.03.01 Экономика;209642;Бухгалтерский учет, анализ и аудит;Инженерный бизнес и менеджмент;Да;Набора не было;Набора не было;165;0;138;;2,1;4;270119;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Лефортовская наб., д. 1;Студенты учатся вести бухгалтерский и налоговый учет предприятий различных отраслей с помощью новейших программ, составлять финансовый план предприятия, проводить экономический анализ хозяйственной деятельности предприятия и его подразделений, а также определять риски и эффективность деятельности предприятия.;Бухгалтер, менеджер по маркетингу, экономист, аналитик, аудитор, коммерческий директор, супервайзер, маклер, брокер, трейдер, агент коммерческий, оценщик, налоговый инспектор, менеджер по оценкам рисков, финансист, экономист-менеджер, экономист-аналитик, экономист-программист, банковский менеджер, экономист по планированию, букмекер, дилер, финансовый директор, ревизор, экономист по финансовой работе, инвестор, консультант по экономическим вопросам, налоговый консультант, сметчик, специалист экономического прогнозирвания, страховой брокер, экономист по заработной плате, статистик, специалист экономического отдела;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Лётная и космическая техника;24.03.03 Баллистика и гидроаэродинамика;209613;Динамика и управление полетом ракет и космических аппаратов;Специальное машиностроение;Нет;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;Студенты учатся моделировать и проектировать ракеты и космические аппараты, внедрять в производство новейшие технологии. Дополнительно бакалавры получают навыки работы с профессиональной документацией и новейшим профильным оборудованием.;"Баллистик по испытаниям космических средств, космический баллистик, специалист по баллистической экспертизе
";45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Машиностроение;15.03.06 Мехатроника и робототехника;209594;Автономные и дистанционные мобильные роботы и космические манипуляторы;Специальное машиностроение;Да;270;229;187;115;37;5,9;3,5;4;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 7;Студенты учатся разрабатывать макеты информационных, электромеханических, электрогидравлических, электронных и микропроцессорных модулей мехатронных и робототехнических систем, а также оценивать актуальность, перспективность и значимость объектов проектирования в мехатронике и робототехнике.;IT-специалист, инженер-конструктор, кибернетик, разработчик автоматизированных систем управления, робототехник, системный программист;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Приборостроение;11.05.01 Радиоэлектронные системы и комплексы;209580;Бортовые радиоэлектронные системы ракетнокосмической техники;Радиоэлектроника и лазерная техника;Да;240;232;161;146;67;3,4;;5,5;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;"Студенты учатся разрабатывать программы испытания и системы контроля новых электронных средств, анализировать причины брака и выпуска продукции низкого качества или пониженных сортов, принимать меры по их предупреждению, а также составлять техническую документацию.
";"Инженер радиоэлектронных систем, инженер-проектировщик радиоэлектронных систем, инженер-технолог по радиоэлектронным системам и комплексам, специалист по антенным сооружениям
";39;40;;;;;;;;42;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Приборостроение;11.05.01 Радиоэлектронные системы и комплексы;209579;Антенные системы и устройства;Радиоэлектроника и лазерная техника;Да;240;232;161;146;67;3,4;;5,5;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, Рубцовская наб., д. 2/18;"Студенты учатся разрабатывать программы испытания и системы контроля новых электронных средств, анализировать причины брака и выпуска продукции низкого качества или пониженных сортов, принимать меры по их предупреждению, а также составлять техническую документацию.
";"Инженер радиоэлектронных систем, инженер-проектировщик радиоэлектронных систем, инженер-технолог по радиоэлектронным системам и комплексам, специалист по антенным сооружениям
";39;40;;;;;;;;42;;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Биология и техносферная безопасность;20.03.01 Техносферная безопасность;209609;Безопасность в чрезвычайных ситуациях;Энергомашиностроение;Да;240;208;215;55;9;6,4;4,4;4;302533;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;Студенты учатся собирать и обрабатывать оперативную информацию о чрезвычайных ситуациях, осуществлять оперативное планирование мероприятий по ликвидации последствий чрезвычайных ситуаций, а также проводить мониторинг потенциально опасных промышленных объектов, природных объектов.;"Газоспасатель, горнорабочий по предупреждению и тушению пожаров, машинист автовышки и автогидроподъемника, машинист компрессорных установок, машинист крана автомобильного, монтажник по монтажу стальных и железобетонных конструкций, пожарный
";45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
г. Москва;0017;МГТУ им. Баумана;Электроэнергетика, теплоэнергетика, ядерная физика;14.05.01 Ядерные реакторы и материалы;213178;Транспортные и специальные ядерные реакторы и материалы;Энергомашиностроение;Да;254;172;206;58;9;5,7;3,4;5,5;350300;Набора не было;0;0;;;Набора не было;0;0;;;г. Москва, 2-ая Бауманская ул., д. 5;;;45;40;;40;;;;;;;;1;1;0;2;0;0;0;0;0;0;0;;;;;;;;10;4;10;0;0;
