id колледжа;Название колледжа;Крупное направление;id специальности;Название специальности;Название специализации;База для поступления;Другие фильтры;Средний балл аттестата;очная Количество бюджетных мест;очная Количество платных мест;очная Срок обучения;очная Стоимость обучения (в год);очно-заочная Количество бюджетных мест;очно-заочная Количество платных мест;очно-заочная Срок обучения;очно-заочная Стоимость обучения (в год);заочная Количество бюджетных мест;заочная Количество платных мест;заочная Срок обучения;заочная Стоимость обучения (в год);дистанционная Количество бюджетных мест;дистанционная Количество платных мест;дистанционная Срок обучения;дистанционная Стоимость обучения (в год);Адрес обучения 1;Адрес обучения 2;Адрес обучения 3;Адрес обучения 4;Квалификация (профессия);Мат;Рус;Общ;Физ;Био;Ист;Иняз;Хим;Лит;Инф;Гео;ДВИ1;ДВИ2;ДВИ3;ДВИ4;ДВИ5;;2
770001;Авиационно-транспортный колледж Санкт-Петербургского государственного университета гражданской авиации (СПбГУГА);Транспортные технологии;7770001;23.02.01 Организация перевозок и управление на транспорте (по видам);;11 класс;;4.8;25;75;2 года 10 мес.;85,000;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Пилотов, д. 38;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;3
770001;Авиационно-транспортный колледж Санкт-Петербургского государственного университета гражданской авиации (СПбГУГА);Лётная и космическая техника;7770002;25.02.05 Управление движением воздушного транспорта;;11 класс;;4.0;75;200;2 года 10 мес.;95,000;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Пилотов, д. 38;;;;"Диспетчер; ";;;;;;;;;;;;;;;;;;4
770001;Авиационно-транспортный колледж Санкт-Петербургского государственного университета гражданской авиации (СПбГУГА);Сфера услуг, сервис;7770003;43.02.06 Сервис на транспорте (по видам транспорта);;11 класс;;4.5;60;90;1 год 10 мес.;85,000;0;0;;;0;50;2 года 10 мес.;32450;0;0;;;г. Санкт-Петербург, ул. Пилотов, д. 38;;;;"Специалист по сервису на транспорте; ";;;;;;;;;;;;;;;;;;5
770002;Автодорожный колледж (г. Санкт-Петербург);Приборостроение;7770004;15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки));;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, Придорожная алл, д. 7;;;;"Сварщик ручной дуговой сварки плавящимся покрытым электрод.; Сварщик частично механизированной сварки плавлением; Сварщик ручной дуговой сварки неплавящимся электрод. в защитном газе; Газосварщик; Сварщик ручной сварки полимерных материалов; Сварщик термитной сварки; ";;;;;;;;;;;;;;;;;;6
770002;Автодорожный колледж (г. Санкт-Петербург);Транспортные технологии;7770005;23.01.03 Автомеханик;Слесарь по ремонту автомобилей+общее образование;8 класс;;3.0;50;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, Придорожная алл, д. 7;г. Санкт-Петербург, ул. Учительская, д. 3;;;"Слесарь по ремонту автомобилей;общее образование;";;;;;;;;;;;;;;;;;;7
770002;Автодорожный колледж (г. Санкт-Петербург);Транспортные технологии;7770006;23.01.03 Автомеханик;;11 класс;;3.0;50;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, Придорожная алл, д. 7;г. Санкт-Петербург, Ириновский просп., д. 29;;;"Слесарь по ремонту автомобилей; Водитель автомобиля; Оператор заправочных станций; ";;;;;;;;;;;;;;;;;;8
770002;Автодорожный колледж (г. Санкт-Петербург);Транспортные технологии;7770007;23.01.03 Автомеханик;;9 класс;;3.0;125;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, Придорожная алл, д. 7;г. Санкт-Петербург, Ириновский просп., д. 29;г. Санкт-Петербург, ул. Учительская, д. 3;;"Слесарь по ремонту автомобилей; Водитель автомобиля; Оператор заправочных станций; ";;;;;;;;;;;;;;;;;;9
770002;Автодорожный колледж (г. Санкт-Петербург);Транспортные технологии;7770008;23.01.06 Машинист дорожных и строительных машин;;9 класс;;3.0;50;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, Придорожная алл, д. 7;г. Санкт-Петербург, ул. Учительская, д. 3;;;"Машинист бульдозера; Машинист скрепера; Машинист автогрейдера; Машинист экскаватора одноковшового; Машинист катка самоходного с гладкими вальцами; Машинист компрессора передвижного с двигателем внутреннего сгорания; Машинист трубоукладчика; Тракторист; ";;;;;;;;;;;;;;;;;;10
770002;Автодорожный колледж (г. Санкт-Петербург);Транспортные технологии;7770009;23.01.07 Машинист крана (крановщик);;9 класс;;3.0;50;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, Придорожная алл, д. 7;г. Санкт-Петербург, ул. Учительская, д. 3;;;"Водитель автомобиля; Машинист крана автомобильного; Машинист крана (крановщик); ";;;;;;;;;;;;;;;;;;11
770002;Автодорожный колледж (г. Санкт-Петербург);Транспортные технологии;7770010;23.01.17 Мастер по ремонту и обслуживанию автомобилей;;11 класс;;3.0;25;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, Придорожная алл, д. 7;;;;"Слесарь по ремонту автомобилей; Водитель автомобиля; ";;;;;;;;;;;;;;;;;;12
770002;Автодорожный колледж (г. Санкт-Петербург);Транспортные технологии;7770011;23.02.07 Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, Придорожная алл, д. 7;;;;"Специалист;";;;;;;;;;;;;;;;;;;13
770002;Автодорожный колледж (г. Санкт-Петербург);Технологии легкой промышленности;7770012;29.01.07 Портной;;8 класс;;3.0;6;0;1 год 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, Придорожная алл, д. 7;;;;"Портной;";;;;;;;;;;;;;;;;;;14
770003;Автомеханический лицей (г. Санкт-Петербург);Приборостроение;7770013;15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки));;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Малая Балканская, д. 41 лит. А;;;;"Сварщик ручной дуговой сварки плавящимся покрытым электрод.; Сварщик частично механизированной сварки плавлением; Сварщик ручной дуговой сварки неплавящимся электрод. в защитном газе; Газосварщик; Сварщик ручной сварки полимерных материалов; Сварщик термитной сварки; ";;;;;;;;;;;;;;;;;;15
770003;Автомеханический лицей (г. Санкт-Петербург);Приборостроение;7770014;15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки));;11 класс;;3.0;25;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Малая Балканская, д. 41 лит. А;;;;"Сварщик ручной дуговой сварки плавящимся покрытым электрод.; Сварщик частично механизированной сварки плавлением; Сварщик ручной дуговой сварки неплавящимся электрод. в защитном газе; Газосварщик; Сварщик ручной сварки полимерных материалов; Сварщик термитной сварки; ";;;;;;;;;;;;;;;;;;16
770003;Автомеханический лицей (г. Санкт-Петербург);Материаловедение;7770015;22.02.06 Сварочное производство;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Малая Балканская, д. 41 лит. А;;;;"Техник; Специалист сварочного производства; ";;;;;;;;;;;;;;;;;;17
770003;Автомеханический лицей (г. Санкт-Петербург);Транспортные технологии;7770016;23.01.03 Автомеханик;;9 класс;;3.0;50;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Малая Балканская, д. 41 лит. А;;;;"Слесарь по ремонту автомобилей; Водитель автомобиля; Оператор заправочных станций; ";;;;;;;;;;;;;;;;;;18
770003;Автомеханический лицей (г. Санкт-Петербург);Транспортные технологии;7770017;23.01.03 Автомеханик;;11 класс;;3.0;50;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Малая Балканская, д. 41 лит. А;;;;"Слесарь по ремонту автомобилей; Водитель автомобиля; Оператор заправочных станций; ";;;;;;;;;;;;;;;;;;19
770003;Автомеханический лицей (г. Санкт-Петербург);Транспортные технологии;7770018;23.02.01 Организация перевозок и управление на транспорте (по видам);;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Малая Балканская, д. 41 лит. А;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;20
770004;Автотранспортный и электромеханический колледж;Архитектура и технологии строительства;7770019;08.02.09 Монтаж, наладка и эксплуатация электрооборудования промышленных и гражданских зданий;;9 класс;;3.5;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;"Техник; Старший техник";;;;;;;;;;;;;;;;;;21
770004;Автотранспортный и электромеханический колледж;Архитектура и технологии строительства;7770020;08.02.09 Монтаж, наладка и эксплуатация электрооборудования промышленных и гражданских зданий;;11 класс;;3.0;0;0;;;0;0;;;0;25;2 года 10 мес.;24931;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;"Техник; Старший техник";;;;;;;;;;;;;;;;;;22
770004;Автотранспортный и электромеханический колледж;Электроэнергетика, теплоэнергетика, ядерная физика;7770021;13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям);;9 класс;;3.4;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;"Техник; Старший техник";;;;;;;;;;;;;;;;;;23
770004;Автотранспортный и электромеханический колледж;Транспортные технологии;7770022;23.01.03 Автомеханик;;9 класс;;3.5;50;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;"Слесарь по ремонту автомобилей; Водитель автомобиля; Оператор заправочных станций; ";;;;;;;;;;;;;;;;;;24
770004;Автотранспортный и электромеханический колледж;Транспортные технологии;7770023;23.02.01 Организация перевозок и управление на транспорте (по видам);;9 класс;;4.0;75;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;"Техник; Старший техник";;;;;;;;;;;;;;;;;;25
770004;Автотранспортный и электромеханический колледж;Транспортные технологии;7770024;23.02.01 Организация перевозок и управление на транспорте (по видам);;11 класс;;3.9;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;"Техник; Старший техник";;;;;;;;;;;;;;;;;;26
770004;Автотранспортный и электромеханический колледж;Транспортные технологии;7770025;23.02.02 Автомобиле- и тракторостроение;;9 класс;;3.6;50;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;"Техник; Старший техник";;;;;;;;;;;;;;;;;;27
770004;Автотранспортный и электромеханический колледж;Транспортные технологии;7770026;23.02.03 Техническое обслуживание и ремонт автомобильного транспорта;;9 класс;;4.0;25;50;3 года 10 мес.;54700;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;"Техник; Старший техник";;;;;;;;;;;;;;;;;;28
770004;Автотранспортный и электромеханический колледж;Транспортные технологии;7770027;23.02.03 Техническое обслуживание и ремонт автомобильного транспорта;;11 класс;;3.7;50;25;2 года 10 мес.;58529;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;"Техник; Старший техник";;;;;;;;;;;;;;;;;;29
770004;Автотранспортный и электромеханический колледж;Транспортные технологии;7770028;23.02.05 Эксплуатация транспортного электрооборудования и автоматики (по видам транспорта, за исключением водного);;9 класс;;3.5;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;Техник-электромеханик;;;;;;;;;;;;;;;;;;30
770004;Автотранспортный и электромеханический колледж;Транспортные технологии;7770029;23.02.05 Эксплуатация транспортного электрооборудования и автоматики (по видам транспорта, за исключением водного);;11 класс;;3.0;0;0;;;0;0;;;0;25;2 года 10 мес.;22150;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;Техник-электромеханик;;;;;;;;;;;;;;;;;;31
770004;Автотранспортный и электромеханический колледж;Транспортные технологии;7770030;23.02.07 Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей;;9 класс;;3.8;50;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;Специалист;;;;;;;;;;;;;;;;;;32
770004;Автотранспортный и электромеханический колледж;Экономика и управление;7770031;38.02.01 Экономика и бухгалтерский учет (по отраслям);;9 класс;;3.5;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;"Бухгалтер; Специалист по налогообложению";;;;;;;;;;;;;;;;;;33
770004;Автотранспортный и электромеханический колледж;Экономика и управление;7770032;38.02.01 Экономика и бухгалтерский учет (по отраслям);;11 класс;;3.0;0;0;;;0;0;;;0;25;1 год 10 мес.;24300;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;"Бухгалтер; Специалист по налогообложению";;;;;;;;;;;;;;;;;;34
770004;Автотранспортный и электромеханический колледж;Сфера услуг, сервис;7770033;43.02.06 Сервис на транспорте (по видам транспорта);;9 класс;;3.4;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;Специалист по сервису на транспорте;;;;;;;;;;;;;;;;;;35
770004;Автотранспортный и электромеханический колледж;Сфера услуг, сервис;7770034;43.02.06 Сервис на транспорте (по видам транспорта);;11 класс;;3.0;0;0;;;0;0;;;0;25;1 год 10 мес.;25890;0;0;;;г. Санкт-Петербург, ул. Салова, д. 63;;;;Специалист по сервису на транспорте;;;;;;;;;;;;;;;;;;36
770005;Агротехнологическнй колледж (г. Ялуторовск);Архитектура и технологии строительства;7770035;08.01.25 Мастер отделочных строительных и декоративных работ;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Маляр строительный; Монтажник каркасно-обшивных конструкций; Облицовщик-плиточник; Облицовщик-мозаичник; Штукатур; ";;;;;;;;;;;;;;;;;;37
770005;Агротехнологическнй колледж (г. Ялуторовск);Архитектура и технологии строительства;7770036;08.01.25 Мастер отделочных строительных и декоративных работ;;11 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Маляр строительный; Монтажник каркасно-обшивных конструкций; Облицовщик-плиточник; Облицовщик-мозаичник; Штукатур; ";;;;;;;;;;;;;;;;;;38
770005;Агротехнологическнй колледж (г. Ялуторовск);Архитектура и технологии строительства;7770037;08.02.01 Строительство и эксплуатация зданий и сооружений;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;39
770005;Агротехнологическнй колледж (г. Ялуторовск);Архитектура и технологии строительства;7770038;08.02.01 Строительство и эксплуатация зданий и сооружений;;11 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;40
770005;Агротехнологическнй колледж (г. Ялуторовск);Приборостроение;7770039;15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки));;11 класс;;3.0;25;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Сварщик ручной дуговой сварки плавящимся покрытым электродом; Сварщик частично механизированной сварки плавлением; Сварщик ручной дуговой сварки неплавящимся электродом в защитном газе; Газосварщик; Сварщик ручной сварки полимерных материалов; Сварщик термитной сварки; ";;;;;;;;;;;;;;;;;;41
770005;Агротехнологическнй колледж (г. Ялуторовск);Приборостроение;7770040;15.01.31 Мастер контрольно-измерительных приборов и автоматики;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Наладчик контрольно-измерительных приборов и автоматики; Слесарь по контрольно-измерительным приборам и автоматике; ";;;;;;;;;;;;;;;;;;42
770005;Агротехнологическнй колледж (г. Ялуторовск);Приборостроение;7770041;15.01.31 Мастер контрольно-измерительных приборов и автоматики;;11 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Наладчик контрольно-измерительных приборов и автоматики; Слесарь по контрольно-измерительным приборам и автоматике; ";;;;;;;;;;;;;;;;;;43
770005;Агротехнологическнй колледж (г. Ялуторовск);Приборостроение;7770042;15.01.35 Мастер слесарных работ;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Слесарь-инструментальщик; Слесарь механосборочных работ; Слесарь-ремонтник; ";;;;;;;;;;;;;;;;;;44
770005;Агротехнологическнй колледж (г. Ялуторовск);Транспортные технологии;7770043;23.02.07 Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Специалист; ";;;;;;;;;;;;;;;;;;45
770005;Агротехнологическнй колледж (г. Ялуторовск);Транспортные технологии;7770044;23.02.07 Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей;;11 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Специалист; ";;;;;;;;;;;;;;;;;;46
770005;Агротехнологическнй колледж (г. Ялуторовск);Агропромышленность;7770045;35.02.06 Технология производства и переработки сельскохозяйственной продукции;;9 класс;;3.0;25;25;3 года 10 мес.;35,000;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Технолог; Старший технолог; ";;;;;;;;;;;;;;;;;;47
770005;Агротехнологическнй колледж (г. Ялуторовск);Агропромышленность;7770046;35.02.06 Технология производства и переработки сельскохозяйственной продукции;;11 класс;;3.0;0;25;2 года 10 мес.;35,000;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Технолог; Старший технолог; ";;;;;;;;;;;;;;;;;;48
770005;Агротехнологическнй колледж (г. Ялуторовск);Агропромышленность;7770047;35.02.08 Электрификация и автоматизация сельского хозяйства;;9 класс;;3.0;25;25;3 года 10 мес.;35,000;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Техник-электрик; Старший техник-электрик; ";;;;;;;;;;;;;;;;;;49
770005;Агротехнологическнй колледж (г. Ялуторовск);Агропромышленность;7770048;35.02.08 Электрификация и автоматизация сельского хозяйства;;11 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Техник-электрик; Старший техник-электрик; ";;;;;;;;;;;;;;;;;;50
770005;Агротехнологическнй колледж (г. Ялуторовск);Агропромышленность;7770049;35.02.16 Эксплуатация и ремонт сельскохозяйственной техники и оборудования;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Техник-механик; Старший техник-механик; ";;;;;;;;;;;;;;;;;;51
770005;Агротехнологическнй колледж (г. Ялуторовск);Агропромышленность;7770050;35.02.16 Эксплуатация и ремонт сельскохозяйственной техники и оборудования;;11 класс;;3.0;0;0;;;0;0;;;25;Есть;3 года 10 мес.;35,000;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Техник-механик; Старший техник-механик; ";;;;;;;;;;;;;;;;;;52
770005;Агротехнологическнй колледж (г. Ялуторовск);Пищевая отрасль;7770051;43.01.09 Повар, кондитер;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Повар; Кондитер";;;;;;;;;;;;;;;;;;53
770005;Агротехнологическнй колледж (г. Ялуторовск);Пищевая отрасль;7770052;43.02.15 Поварское и кондитерское дело;;9 класс;;3.0;0;25;3 года 10 мес.;35,000;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Специалист по поварскому и кондитерскому делу; ";;;;;;;;;;;;;;;;;;54
770005;Агротехнологическнй колледж (г. Ялуторовск);Пищевая отрасль;7770053;43.02.15 Поварское и кондитерское дело;;11 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Ялуторовск, ул. Бахтиярова, д. 53;;;;"Специалист по поварскому и кондитерскому делу; ";;;;;;;;;;;;;;;;;;55
770006;"Академия индустрии красоты ""Локон""";Сфера услуг, сервис;7770054;43.01.02 Парикмахер;;11 класс;;3.0;25;Есть;10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт- Петербург, ул. Пионерстроя, д. 25А;;;;"Парикмахер;";;;;;;;;;;;;;;;;;;56
770006;"Академия индустрии красоты ""Локон""";Сфера услуг, сервис;7770055;43.02.02 Парикмахерское искусство;;9 класс;;3.0;50;Есть;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт- Петербург, ул. Пионерстроя, д. 25А;;;;"Технолог; Модельер-художник;";;;;;;;;;;;;;;;;;;57
770006;"Академия индустрии красоты ""Локон""";Сфера услуг, сервис;7770056;43.02.02 Парикмахерское искусство;;11 класс;;3.0;25;Есть;1 год 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт- Петербург, ул. Пионерстроя, д. 25А;;;;"Технолог; Модельер-художник;";;;;;;;;;;;;;;;;;;58
770006;"Академия индустрии красоты ""Локон""";Сфера услуг, сервис;7770057;43.02.03 Стилистика и искусство визажа;;9 класс;;3.0;50;Есть;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт- Петербург, ул. Пионерстроя, д. 25А;;;;"Визажист-стилист;";;;;;;;;;;;;;;;;;;59
770006;"Академия индустрии красоты ""Локон""";Сфера услуг, сервис;7770058;43.02.03 Стилистика и искусство визажа;;11 класс;;3.0;25;Есть;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт- Петербург, ул. Пионерстроя, д. 25А;;;;"Визажист-стилист;";;;;;;;;;;;;;;;;;;60
770006;"Академия индустрии красоты ""Локон""";Сфера услуг, сервис;7770059;43.02.12 Технология эстетических услуг;;9 класс;;3.0;50;Есть;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт- Петербург, ул. Пионерстроя, д. 25А;;;;"Специалист в области прикладной эстетики;";;;;;;;;;;;;;;;;;;61
770006;"Академия индустрии красоты ""Локон""";Сфера услуг, сервис;7770060;43.02.12 Технология эстетических услуг;;11 класс;;3.0;25;Есть;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт- Петербург, ул. Пионерстроя, д. 25А;;;;"Специалист в области прикладной эстетики;";;;;;;;;;;;;;;;;;;62
770006;"Академия индустрии красоты ""Локон""";Сфера услуг, сервис;7770061;43.02.13 Технология парикмахерского искусства;;9 класс;;3.0;45;Есть;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт- Петербург, ул. Пионерстроя, д. 25А;;;;"Парикмахер-модельер;";;;;;;;;;;;;;;;;;;63
770006;"Академия индустрии красоты ""Локон""";Театральное искусство и режиссура;7770062;52.02.04 Актерское искусство;;9 класс;;3.0;0;Есть;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт- Петербург, ул. Пионерстроя, д. 25А;;;;"Актер; Преподаватель;";;;;;;;;;;;;;;;;;;64
770006;"Академия индустрии красоты ""Локон""";Дизайн и изобразительное искусство;7770063;53.02.09 Театрально-декорационное искусство (по видам);;9 класс;;3.0;30;Есть;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт- Петербург, ул. Пионерстроя, д. 25А;;;;"Художник-технолог; Специалист по театрально-декорационному искусству;";;;;;;;;;;;;;;;;;;65
770006;"Академия индустрии красоты ""Локон""";Дизайн и изобразительное искусство;7770064;53.02.09 Театрально-декорационное искусство (по видам);;11 класс;;3.0;20;Есть;1 год 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт- Петербург, ул. Пионерстроя, д. 25А;;;;"Художник-технолог; Специалист по театрально-декорационному искусству;";;;;;;;;;;;;;;;;;;66
770007;Академия машиностроения им. Ж.Я. Котина;Юриспруденция;7770085;40.02.03 Право и судебное администрирование;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Специалист по судебному администрированию; ";;;;;;;;;;;;;;;;;;87
770007;Академия машиностроения им. Ж.Я. Котина;Приборостроение;7770065;15.01.32 Оператор станков с программным управлением;;9 класс;;3.0;25;Есть;2 года 10 мес.;85,000;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Оператор станков с программным управлением; Станочник широкого профиля; ";;;;;;;;;;;;;;;;;;67
770007;Академия машиностроения им. Ж.Я. Котина;Приборостроение;7770066;15.01.32 Оператор станков с программным управлением;;11 класс;;3.0;0;Есть;10 мес.;85,000;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Оператор станков с программным управлением; Станочник широкого профиля; ";;;;;;;;;;;;;;;;;;68
770007;Академия машиностроения им. Ж.Я. Котина;Приборостроение;7770067;15.02.04 Специальные машины и устройства;;9 класс;;3.0;0;Есть;3 года 10 мес.;85,000;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;69
770007;Академия машиностроения им. Ж.Я. Котина;Приборостроение;7770068;15.02.04 Специальные машины и устройства;;11 класс;;3.0;0;Есть;2 года 10 мес.;85,000;0;0;;;0;Есть;3 года 2 мес.;45,000;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;70
770007;Академия машиностроения им. Ж.Я. Котина;Приборостроение;7770069;15.02.08 Технология машиностроения;;9 класс;;3.0;25;Есть;3 года 10 мес.;85,000;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник; Специалист по технологии машиностроения; ";;;;;;;;;;;;;;;;;;71
770007;Академия машиностроения им. Ж.Я. Котина;Приборостроение;7770070;15.02.08 Технология машиностроения;;11 класс;;3.0;0;Есть;2 года 10 мес.;85,000;15;Есть;3 года 7 мес.;50 000;0;Есть;3 года 2 мес.;45,000;0;0;;;г. Санкт-Петербург, ул. Бабушкина, д.119, лит. А. ;г. Санкт-Петербург, пр. Стачек, д. 72.;;;"Техник; Специалист по технологии машиностроения; ";;;;;;;;;;;;;;;;;;72
