id колледжа;Название колледжа;Крупное направление;id специальности;Название специальности;Название специализации;База для поступления;Другие фильтры;Средний балл аттестата;очная Количество бюджетных мест;очная Количество платных мест;очная Срок обучения;очная Стоимость обучения (в год);очно-заочная Количество бюджетных мест;очно-заочная Количество платных мест;очно-заочная Срок обучения;очно-заочная Стоимость обучения (в год);заочная Количество бюджетных мест;заочная Количество платных мест;заочная Срок обучения;заочная Стоимость обучения (в год);дистанционная Количество бюджетных мест;дистанционная Количество платных мест;дистанционная Срок обучения;дистанционная Стоимость обучения (в год);Адрес обучения 1;Адрес обучения 2;Адрес обучения 3;Адрес обучения 4;Квалификация (профессия);Мат;Рус;Общ;Физ;Био;Ист;Иняз;Хим;Лит;Инф;Гео;ДВИ1;ДВИ2;ДВИ3;ДВИ4;ДВИ5;;2
770077;Колледж музыкально-театрального искусства им. Г.П. Вишневской;Дизайн и изобразительное искусство;7771000;53.02.09 Театрально-декорационное искусство (по видам);;11 класс;;3.0;7;3;3 года 10 мес.;110,000;0;0;;;0;0;;;0;0;;;г. Москва, ул. Суздальская, д. 40Б;;;;"Специалист по театрально-декорационному искусству; Художественно-костюмерное оформление спектакля";;;;;;;;;;;;Композиция;Живопись;Рисунок;;;;1020
770077;Колледж музыкально-театрального искусства им. Г.П. Вишневской;Дизайн и изобразительное искусство;7771001;54.02.05 Живопись (по видам);Театрально-декоративная живопись;11 класс;;3.0;7;3;3 года 10 мес.;110,000;0;0;;;0;0;;;0;0;;;г. Москва, ул. Суздальская, д. 40Б;;;;"Театрально-декорационная живопись; Художник-живописец; Преподаватель";;;;;;;;;;;;Композиция;Живопись;Рисунок;;;;1021
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Компьютерные и информационные науки;7771002;09.02.04 Информационные системы (по отраслям);;9 класс;;3.6;25;Есть;3 года 10 мес.;47000;0;0;;;0;5;4 года 10 мес.;20000;0;0;;;г. Княгинино, ул.Октябрьская, д. 22 А;;;;"Техник по информационным системам; Специалист по информационным системам; ";;;;;;;;;;;;;;;;;;1022
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Компьютерные и информационные науки;7771003;09.02.04 Информационные системы (по отраслям);;11 класс;;3.0;0;Есть;2 года 10 мес.;47000;0;0;;;0;Есть;3 года 10 мес.;20000;0;0;;;г. Княгинино, ул.Октябрьская, д. 22 А;;;;"Техник по информационным системам; Специалист по информационным системам; ";;;;;;;;;;;;;;;;;;1023
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Приборостроение;7771004;11.02.11 Сети связи и системы коммутации;;9 класс;;3.2;25;Есть;3 года 6 мес.;47000;0;0;;;0;0;;;0;0;;;г. Княгинино, ул.Октябрьская, д. 22 А;;;;"Техник; Специалист по телекоммуникациям; ";;;;;;;;;;;;;;;;;;1024
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Агропромышленность;7771010;35.02.07 Механизация сельского хозяйства;;9 класс;;3.0;25;Есть;3 года 10 мес.;47000;0;0;;;0;8;4 года 10 мес.;20000;0;0;;;г. Княгинино, ул.Октябрьская, д. 22 А;;;;"Техник-механик; Старший техник-механик; ";;;;;;;;;;;;;;;;;;1030
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Агропромышленность;7771011;35.02.07 Механизация сельского хозяйства;;11 класс;;3.0;0;Есть;2 года 10 мес.;47000;0;0;;;0;Есть;3 года 10 мес.;20000;0;0;;;г. Княгинино, ул.Октябрьская, д. 22 А;;;;"Техник-механик; Старший техник-механик; ";;;;;;;;;;;;;;;;;;1031
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Агропромышленность;7771012;35.02.08 Электрификация и автоматизация сельского хозяйства;;9 класс;;3.0;0;Есть;3 года 10 мес.;47000;0;0;;;0;0;;;0;0;;;г. Княгинино, ул.Октябрьская, д. 22 А;;;;"Техник-электрик; Старший техник-электрик; ";;;;;;;;;;;;;;;;;;1032
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Агропромышленность;7771013;35.02.08 Электрификация и автоматизация сельского хозяйства;;11 класс;;3.0;0;Есть;2 года 10 мес.;47000;0;0;;;0;0;;;0;0;;;г. Княгинино, ул.Октябрьская, д. 22 А;;;;"Техник-электрик; Старший техник-электрик; ";;;;;;;;;;;;;;;;;;1033
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Экономика и управление;7771014;38.02.01 Экономика и бухгалтерский учет (по отраслям);;9 класс;;3.5;25;Есть;2 года 10 мес.;40000;0;0;;;0;5;3 года 10 мес.;20000;0;0;;;г. Княгинино, ул.Октябрьская, д. 22 А;;;;"Бухгалтер; Специалист по налогообложению; ";;;;;;;;;;;;;;;;;;1034
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Экономика и управление;7771015;38.02.01 Экономика и бухгалтерский учет (по отраслям);;11 класс;;3.0;0;Есть;1 год 10 мес.;40000;0;0;;;0;Есть;2 года 10 мес.;20000;0;0;;;г. Княгинино, ул.Октябрьская, д. 22 А;;;;"Бухгалтер; Специалист по налогообложению; ";;;;;;;;;;;;;;;;;;1035
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Пищевая отрасль;7771005;19.02.03 Технология хлеба, кондитерских и макаронных изделий;;9 класс;;3.9;25;Есть;3 года 10 мес.;48000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, ул. Горная, д. 13;;;;"Техник-технолог; Старший техник-технолог; ";;;;;;;;;;;;;;;;;;1025
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Пищевая отрасль;7771006;19.02.10 Технология продукции общественного питания;;9 класс;;4.1;75;25;3 года 10 мес.;48000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, ул. Горная, д. 13;;;;"Техник-технолог; Старший техник-технолог; ";;;;;;;;;;;;;;;;;;1026
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Пищевая отрасль;7771007;19.02.10 Технология продукции общественного питания;;11 класс;;4.1;25;Есть;2 года 10 мес.;48000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, ул. Горная, д. 13;;;;"Техник-технолог; Старший техник-технолог; ";;;;;;;;;;;;;;;;;;1027
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Технологии легкой промышленности;7771009;29.02.04 Конструирование, моделирование и технология швейных изделий;;9 класс;;3.8;25;Есть;3 года 10 мес.;48000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, ул. Горная, д. 13;;;;"Технолог-конструктор; ";;;;;;;;;;;;Рисунок: исполнение натюрморта в карандаше.;;;;;;1029
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Экономика и управление;7771016;38.02.05 Товароведение и экспертиза качества потребительских товаров;;9 класс;;3.7;50;Есть;2 года 10 мес.;48000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, ул. Горная, д. 13;;;;"Товаровед-эксперт; ";;;;;;;;;;;;;;;;;;1036
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);СМИ и издательское дело;7771017;42.02.01 Реклама;;9 класс;;4.0;25;Есть;3 года 10 мес.;48000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, ул. Горная, д. 13;;;;"Специалист по рекламе; ";;;;;;;;;;;;Рисунок: исполнение натюрморта в карандаше.;;;;;;1037
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Сфера услуг, сервис;7771018;43.02.01 Организация обслуживания в общественном питании;;9 класс;;3.5;25;Есть;3 года 10 мес.;48000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, ул. Горная, д. 13;;;;"Менеджер; ";;;;;;;;;;;;;;;;;;1038
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Дизайн и изобразительное искусство;7771021;54.02.01 Дизайн (по отраслям);;9 класс;;4.1;25;Есть;3 года 10 мес.;72000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, ул. Горная, д. 13;;;;"Дизайнер; Преподаватель; ";;;;;;;;;;;;Рисунок: исполнение натюрморта в карандаше.;;;;;;1041
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Транспортные технологии;7771008;23.02.03 Техническое обслуживание и ремонт автомобильного транспорта;;9 класс;;3.2;25;Есть;3 года 10 мес.;47000;0;0;;;0;0;;;0;0;;;р. п. Воротынец, ул. Мира, д. 7;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;1028
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Сфера услуг, сервис;7771019;43.02.10 Туризм;;9 класс;;3.0;0;Есть;2 года 10 мес.;40000;0;0;;;0;0;;;0;0;;;р. п. Воротынец, ул. Мира, д. 7;;;;"Специалист по туризму; ";;;;;;;;;;;;;;;;;;1039
770078;Колледж Нижегородского государственного инженерно-экономического университета (НГИЭУ);Сфера услуг, сервис;7771020;43.02.11 Гостиничный сервис;;9 класс;;3.1;25;Есть;2 года 10 мес.;40000;0;0;;;0;0;;;0;0;;;р. п. Воротынец, ул. Мира, д. 7;;;;"Менеджер; ";;;;;;;;;;;;;;;;;;1040
770079;Колледж Нижегородского государственного педагогического университета им. Козьмы Минина (НГПУ);Экономика и управление;7771022;38.02.07 Банковское дело;;9 класс;;3.9;0;20;1 год 10 мес.;58900;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, ул. Ульянова, д. 1;;;;"Специалист банковского дела;";;;;;;;;;;;;;;;;;;1042
770080;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Компьютерные и информационные науки;7771023;09.02.04 Информационные системы (по отраслям);;9 класс;;3.0;10;20;3 года 10 мес.;80000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, пр. Гагарина, д. 23;;;;"Техник по информационным системам; Специалист по информационным системам;";;;;;;;;;;;;;;;;;;1043
770080;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Компьютерные и информационные науки;7771024;09.02.04 Информационные системы (по отраслям);;11 класс;;3.0;0;50;2 года 10 мес.;70000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, пр. Гагарина, д. 23;;;;"Техник по информационным системам; Специалист по информационным системам;";;;;;;;;;;;;;;;;;;1044
770080;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Пищевая отрасль;7771025;19.02.10 Технология продукции общественного питания;;9 класс;;3.0;0;15;3 года 10 мес.;80000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, пр. Гагарина, д. 23;;;;"Техник-технолог; Старший техник-технолог;";;;;;;;;;;;;;;;;;;1045
770080;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Пищевая отрасль;7771026;19.02.10 Технология продукции общественного питания;;11 класс;;3.0;0;25;2 года 10 мес.;70000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, пр. Гагарина, д. 23;;;;"Техник-технолог; Старший техник-технолог;";;;;;;;;;;;;;;;;;;1046
770080;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Экономика и управление;7771027;38.02.01 Экономика и бухгалтерский учет (по отраслям);;9 класс;;3.0;0;30;2 года 10 мес.;80000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, пр. Гагарина, д. 23;;;;"Бухгалтер; Специалист по налогообложению;";;;;;;;;;;;;;;;;;;1047
770080;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Экономика и управление;7771028;38.02.01 Экономика и бухгалтерский учет (по отраслям);;11 класс;;3.0;0;30;1 год 10 мес.;70000;0;0;;;0;;2 года 10 мес.;50000;0;0;;;г. Нижний Новгород, пр. Гагарина, д. 23;;;;"Бухгалтер; Специалист по налогообложению;";;;;;;;;;;;;;;;;;;1048
770080;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Экономика и управление;7771029;38.02.04 Коммерция (по отраслям);;9 класс;;3.0;0;30;2 года 10 мес.;70000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, пр. Гагарина, д. 23;;;;"Менеджер по продажам;";;;;;;;;;;;;;;;;;;1049
770080;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Экономика и управление;7771030;38.02.04 Коммерция (по отраслям);;11 класс;;3.0;0;0;;;0;0;;;0;20;2 года 10 мес.;50000;0;0;;;г. Нижний Новгород, пр. Гагарина, д. 23;;;;"Менеджер по продажам;";;;;;;;;;;;;;;;;;;1050
770080;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Экономика и управление;7771031;38.02.06 Финансы;;11 класс;;3.0;0;30;1 год 10 мес.;80000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, пр. Гагарина, д. 23;;;;"Финансист;";;;;;;;;;;;;;;;;;;1051
770080;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Юриспруденция;7771032;40.02.01 Право и организация социального обеспечения;;11 класс;;3.0;0;150;1 год 10 мес.;59000;0;0;;;0;100;2 года 3 мес.;46000;0;0;;;г. Нижний Новгород, пр. Гагарина, д. 23;;;;"Юрист;";;;;;;;;;;;;;;;;;;1052
770080;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Юриспруденция;7771033;40.02.02 Правоохранительная деятельность;;11 класс;;3.0;0;150;2 года 6 мес.;56000;0;0;;;0;130;3 года 6 мес.;44000;0;0;;;г. Нижний Новгород, пр. Гагарина, д. 23;;;;"Юрист;";;;;;;;;;;;;;;;;;;1053
770080;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Сфера услуг, сервис;7771034;43.02.10 Туризм;;9 класс;;3.0;0;30;2 года 10 мес.;70000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, пр. Гагарина, д. 23;;;;"Специалист по туризму;";;;;;;;;;;;;;;;;;;1054
770081;Колледж Нижегородского института управления РАНХиГС;Компьютерные и информационные науки;7771035;09.02.05 Прикладная информатика (по отраслям);;9 класс;;4.6;25;25;3 года 10 мес.;66000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, просп. Гагарина, д. 46;;;;"Техник-программист; Специалист по прикладной информатике;";;;;;;;;;;;;;;;;;;1055
770081;Колледж Нижегородского института управления РАНХиГС;Экономика и управление;7771036;38.02.01 Экономика и бухгалтерский учет (по отраслям);;9 класс;;4.9;25;50;2 года 10 мес.;66000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, просп. Гагарина, д. 46;;;;"Бухгалтер; Специалист по налогообложению; ";;;;;;;;;;;;;;;;;;1056
770081;Колледж Нижегородского института управления РАНХиГС;Экономика и управление;7771037;38.02.01 Экономика и бухгалтерский учет (по отраслям);;11 класс;;3.4;0;50;1 год 10 мес.;66000;0;0;;;0;0;;;0;0;;;г. Нижний Новгород, просп. Гагарина, д. 46;;;;"Бухгалтер; Специалист по налогообложению; ";;;;;;;;;;;;;;;;;;1057
770082;Колледж Нижегородской академии МВД России;Юриспруденция;7771038;40.02.02 Правоохранительная деятельность;;9 класс;;3.0;0;0;;;0;0;;;32;0;3 года;;0;0;;;г. Нижний Новгород, Анкудиновское ш., д. 3;;;;"Юрист;";;;;;;;;;;;;;;;;;;1058
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Транспортные технологии;7771039;23.02.03 Техническое обслуживание и ремонт автомобильного транспорта;;9 класс;;3.0;15;15;3 года 10 мес.;31,700;0;0;;;0;0;;;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;1059
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Транспортные технологии;7771040;23.02.03 Техническое обслуживание и ремонт автомобильного транспорта;;11 класс;;3.0;0;0;;;0;0;;;0;15;3 года 10 мес.;13,300;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;1060
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Агропромышленность;7771041;35.02.05 Агрономия;;11 класс;;3.0;15;15;2 года 10 мес.;31,700;0;0;;;0;15;3 года 10 мес.;13,300;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Агроном; Старший агроном; ";;;;;;;;;;;;;;;;;;1061
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Агропромышленность;7771042;35.02.07 Механизация сельского хозяйства;;9 класс;;3.0;10;10;3 года 10 мес.;31,700;0;0;;;0;0;;;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Техник-механик; Старший техник-механик; ";;;;;;;;;;;;;;;;;;1062
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Агропромышленность;7771043;35.02.07 Механизация сельского хозяйства;;11 класс;;3.0;20;0;2 года 10 мес.;;0;0;;;0;15;3 года 10 мес.;13,300;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Техник-механик; Старший техник-механик; ";;;;;;;;;;;;;;;;;;1063
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Агропромышленность;7771044;35.02.08 Электрификация и автоматизация сельского хозяйства;;9 класс;;3.0;15;10;3 года 10 мес.;31,700;0;0;;;0;0;;;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Техник-электрик; Старший техник-электрик; ";;;;;;;;;;;;;;;;;;1064
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Агропромышленность;7771045;35.02.08 Электрификация и автоматизация сельского хозяйства;;11 класс;;3.0;10;15;2 года 10 мес.;31,700;0;0;;;0;0;;;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Техник-электрик; Старший техник-электрик; ";;;;;;;;;;;;;;;;;;1065
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Агропромышленность;7771046;35.02.12 Садово-парковое и ландшафтное строительство;;9 класс;;3.0;15;15;3 года 10 мес.;31,700;0;0;;;0;0;;;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Техник; ";;;;;;;;;;;;;;;;;;1066
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Зоологические науки;7771047;35.02.15 Кинология;;11 класс;;3.0;15;15;2 года 10 мес.;31,700;0;0;;;0;0;;;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Кинолог; ";;;;;;;;;;;;;;;;;;1067
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Зоологические науки;7771048;36.02.01 Ветеринария;;9 класс;;3.0;25;25;3 года 10 мес.;31,700;0;0;;;0;0;;;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Ветеринарный фельдшер; Старший ветеринарный фельдшер; ";;;;;;;;;;;;;;;;;;1068
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Зоологические науки;7771049;36.02.01 Ветеринария;;11 класс;;3.0;10;15;2 года 10 мес.;31,700;0;0;;;0;0;;;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Ветеринарный фельдшер; Старший ветеринарный фельдшер; ";;;;;;;;;;;;;;;;;;1069
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Зоологические науки;7771050;36.02.02 Зоотехния;;9 класс;;3.0;10;15;3 года 10 мес.;31,700;0;0;;;0;0;;;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Зоотехник; Старший зоотехник; ";;;;;;;;;;;;;;;;;;1070
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Зоологические науки;7771051;36.02.02 Зоотехния;;11 класс;;3.0;15;10;2 года 10 мес.;31,700;0;0;;;0;0;;;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Зоотехник; Старший зоотехник; ";;;;;;;;;;;;;;;;;;1071
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Экономика и управление;7771052;38.02.01 Экономика и бухгалтерский учет (по отраслям);;11 класс;;3.0;0;25;1 год 10 мес.;27,090;0;0;;;0;15;2 года 10 мес.;13,300;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Бухгалтер; Специалист по налогообложению; ";;;;;;;;;;;;;;;;;;1072
770083;Колледж Новосибирского государственного аграрного университета (НГАУ);Юриспруденция;7771053;40.02.01 Право и организация социального обеспечения;;11 класс;;3.0;0;25;1 год 10 мес.;27,090;0;0;;;0;40;2 года 10 мес.;13,300;0;0;;;с. Раздольное, ул. Ленина, д. 21/2;;;;"Юрист; ";;;;;;;;;;;;;;;;;;1073
770084;Колледж Новосибирского государственного медицинского университета (НГМУ);Медицина;7771055;34.02.01 Сестринское дело;;11 класс;;3.5;0; Есть;2 года 10 мес.;57,180;0;0;;;0;0;;;0;0;;;г. Новосибирск, Красный просп., д. 52;;;;"Медицинская сестра/медицинский брат; ";;;;;;;;;;;;;;;;;;1075
770084;Колледж Новосибирского государственного медицинского университета (НГМУ);;7771054;33.02.01 Фармация;;11 класс;;4.8;15; Есть;2 года 10 мес.;57,180;0; Есть ;3 года;57180;0;0;;;0;0;;;г. Новосибирск, ул. Залесского, д. 4;;;;"Фармацевт; ";;;;;;;;;;;;;;;;;;1074
770085;Колледж Новосибирского государственного технического университета (НГТУ);Компьютерные и информационные науки;7771056;09.02.03 Программирование в компьютерных системах;;9 класс;;4.3;15;15;3 года 10 мес.;33,150;0;0;;;0;0;;;0;0;;;г. Новосибирск, пр-т К.Маркса, д. 20;;;;"Техник-программист; Программист; ";;;;;;;;;;;;;;;;;;1076
770085;Колледж Новосибирского государственного технического университета (НГТУ);Технологии легкой промышленности;7771057;29.02.04 Конструирование, моделирование и технология швейных изделий;;9 класс ;;4.2;15;15;3 года 10 мес.;33,150;0;0;;;0;0;;;0;0;;;г. Новосибирск, пр-т К.Маркса, д. 20;;;;"Технолог-конструктор; ";;;;;;;;;;;;Рисунок;;;;;;1077
770085;Колледж Новосибирского государственного технического университета (НГТУ);Экономика и управление;7771058;38.02.01 Экономика и бухгалтерский учет (по отраслям);;9 класс;;4.0;0;15;2 года 10 мес.;28,150;0;0;;;0;0;;;0;0;;;г. Новосибирск, пр-т К.Маркса, д. 20;;;;"Бухгалтер; Специалист по налогообложению; ";;;;;;;;;;;;;;;;;;1078
770085;Колледж Новосибирского государственного технического университета (НГТУ);Социология и социальная работа;7771059;39.02.01 Социальная работа;;9 класс;;4.0;0;25;3 года 10 мес.;56,300;0;0;;;0;0;;;0;0;;;г. Новосибирск, пр-т К.Маркса, д. 20;;;;"Специалист по социальной работе; ";;;;;;;;;;;;;;;;;;1079
770085;Колледж Новосибирского государственного технического университета (НГТУ);Социология и социальная работа;7771060;39.02.02 Организация сурдокоммуникации;;9 класс;;4.1;0;15;2 года 10 мес.;28,150;0;0;;;0;0;;;0;0;;;г. Новосибирск, пр-т К.Маркса, д. 20;;;;"Сурдопереводчик; ";;;;;;;;;;;;;;;;;;1080
770085;Колледж Новосибирского государственного технического университета (НГТУ);Педагогические науки;7771061;44.02.03 Педагогика дополнительного образования;;9 класс;;4.3;15;15;3 года 10 мес.;40,000;0;0;;;0;0;;;0;0;;;г. Новосибирск, пр-т К.Маркса, д. 20;;;;"Педагог дополнительного образования (с указанием области деятельности); ";;;;;;;;;;;;;;;;;;1081
770085;Колледж Новосибирского государственного технического университета (НГТУ);Физическая культура;7771062;49.02.02 Адаптивная физическая культура;;9 класс;;4.2;15;15;3 года 10 мес.;41,450;0;0;;;0;0;;;0;0;;;г. Новосибирск, пр-т К.Маркса, д. 20;;;;"Педагог по адаптивной физической культуре и спорту/учитель адаптивной физической культуры; ";;;;;;;;;;;;Тесты на выявление физических качеств;;;;;;1082
770085;Колледж Новосибирского государственного технического университета (НГТУ);Дизайн и изобразительное искусство;7771063;54.02.02 Декоративно-прикладное искусство и народные промыслы (по видам);;9 класс ;;4.1;18;12;3 года 10 мес.;41,450;0;0;;;0;0;;;0;0;;;г. Новосибирск, пр-т К.Маркса, д. 20;;;;"Художник народных художественных промыслов; Преподаватель; ";;;;;;;;;;;;Рисунок;;;;;;1083
770086;"Колледж отраслевых технологий ""Краснодеревец""";Архитектура и технологии строительства;7771065;08.01.05 Мастер столярно-плотничных и паркетных работ;;9 класс;;3,1;12;0;1 год 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бухарестская, д. 136;;;;"Столяр;";;;;;;;;;;;;;;;;;;1085
770086;"Колледж отраслевых технологий ""Краснодеревец""";Архитектура и технологии строительства;7771067;08.01.24 Мастер столярно-плотничных, паркетных и стекольных работ;;9 класс;;3,1;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бухарестская, д. 136;;;;"Столяр строительный; Плотник; Стекольщик; Паркетчик; ";;;;;;;;;;;;;;;;;;1087
770086;"Колледж отраслевых технологий ""Краснодеревец""";Приборостроение;7771068;15.01.26 Токарь-универсал;;8 класс;;3,1;25;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бухарестская, д. 136;;;;"Токарь;";;;;;;;;;;;;;;;;;;1088
770086;"Колледж отраслевых технологий ""Краснодеревец""";Приборостроение;7771069;15.01.30 Слесарь;;9 класс;;3,1;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бухарестская, д. 136;;;;"Слесарь-инструментальщик; Слесарь механосборочных работ; Слесарь-ремонтник; ";;;;;;;;;;;;;;;;;;1089
770086;"Колледж отраслевых технологий ""Краснодеревец""";Приборостроение;7771070;15.01.35 Мастер слесарных работ;;8 класс;;3,1;25;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бухарестская, д. 136;;;;Слесарь механосборочных работ;;;;;;;;;;;;;;;;;;1090
770086;"Колледж отраслевых технологий ""Краснодеревец""";Экономика и управление;7771075;38.01.02 Продавец, контролер-кассир;;8 класс;;3,1;25;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Бухарестская, д. 136;;;;Продавец продовольственных товаров;;;;;;;;;;;;;;;;;;1095
770086;"Колледж отраслевых технологий ""Краснодеревец""";Экономика и управление;7771076;38.02.05 Товароведение и экспертиза качества потребительских товаров;;9 класс;;3,1;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Льва Толстого, д. 6-8, к.53;;;;"Товаровед-эксперт; ";;;;;;;;;;;;;;;;;;1096
770086;"Колледж отраслевых технологий ""Краснодеревец""";Архитектура и технологии строительства;7771064;08.01.05 Мастер столярно-плотничных и паркетных работ;;8 класс;;3.0;75;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Ушинского, д. 16;г. Санкт-Петербург, ул. Бухарестская, д. 136;;;"Столяр;";;;;;;;;;;;;;;;;;;1084
770086;"Колледж отраслевых технологий ""Краснодеревец""";Архитектура и технологии строительства;7771066;08.01.24 Мастер столярно-плотничных, паркетных и стекольных работ;;9 класс;;3,1;50;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Ушинского, д. 16;г. Санкт-Петербург, ул. Бухарестская, д. 136;;;"Столяр строительный; Плотник; Стекольщик; Паркетчик; ";;;;;;;;;;;;;;;;;;1086
770086;"Колледж отраслевых технологий ""Краснодеревец""";Технологии легкой промышленности;7771071;29.01.29 Мастер столярного и мебельного производства;;9 класс;;3,1;75;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Санкт-Петербург, ул. Ушинского, д. 16;;;;"Изготовитель шаблонов; Столяр; Отделочник изделий из древесины; Сборщик изделий из древесины; ";;;;;;;;;;;;;;;;;;1091
